company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,increasement_points,training_materials_quality,trainer_satisfaction_level,dining_facilities,residential_facilities,satisfaction_level,management_seller_closeness,continuity,likelihood_of_recommendation
544,UD Purwanti Tbk,Jinawi Haryanti,"Gg. Tubagus Ismail No. 6
Subulussalam, KB 72927",ulya11@example.org,"Kesenian, Hiburan Dan Rekreasi",+62-000-309-0308,Menengah,1000000,Group,"50177 Long Crescent Suite 822
Thomasstad, ME 67492",2023-12-05,Digital Mindset & capability Development Based on Era 4.0,Finance,Online Training,5,27,68,1,1,8,7,4.25,7,no,61.07142857142857
545,Perum Sihotang Susanti,Pranata Purnawati,"Jl. Pacuan Kuda No. 28
Blitar, Kalimantan Timur 67918",radika74@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",(0081) 600-5893,Kecil,700000,Retail,"7057 Suzanne Mountain
North Samantha, UT 46555",2023-12-30,System Application & Technology Knowledge & Skill for Transaction,Credit & Collection,Public Training,3,68,60,6,9,5,8,7.0,5,yes,81.14285714285714
546,Perum Siregar Pranowo (Persero) Tbk,Indah Rajata,"Jalan Dr. Djunjunan No. 2
Kota Administrasi Jakarta Selatan, SU 93223",viktortampubolon@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-073-283-1076,Besar,400000,Retail,"0565 Thomas Station Apt. 939
New Micheleberg, TX 80062",2024-01-06,Managing General Affairs Excellence,Credit & Collection,Public Training,1,28,89,8,5,8,9,7.5,2,yes,76.0
547,CV Usamah Purnawati Tbk,Warji Firmansyah,"Gg. Jend. Sudirman No. 154
Mataram, MA 47830",palastripaulin@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62-64-588-8520,Besar,800000,Group,"812 Becker Inlet Suite 555
Grahamhaven, VT 74853",2023-12-19,Best Practice For Supply Chain Management,Leadership & Managerial,Inhouse Training,9,74,31,1,2,9,9,5.25,1,no,66.78571428571429
548,CV Habibi Nasyiah (Persero) Tbk,"Eko Usamah, S.Pt","Jl. Jakarta No. 718
Pariaman, Papua 37266",zulkarnainazalea@example.org,Lainnya,+62-0111-925-4221,Besar,200000,Retail,"8928 Terrell Square
Smithport, RI 87232",2023-12-18,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Public Training,7,86,80,3,7,6,6,5.5,2,no,75.85714285714286
549,PD Suwarno Dongoran Tbk,"dr. Ana Oktaviani, M.TI.","Gang Bangka Raya No. 7
Semarang, Jawa Tengah 26032",lailasarivicky@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62 (076) 500 8546,Menengah,200000,Retail,"69467 Anderson Key
New Victoriaberg, AS 99289",2023-11-28,Professional Telesales & Telemarketing,Sales & Marketing,Inhouse Training,9,32,59,4,6,4,6,5.0,4,no,67.28571428571429
550,PT Nurdiyanti Firmansyah,"Arsipatra Handayani, M.Farm","Gang Kiaracondong No. 810
Tebingtinggi, BB 88055",purwasitumorang@example.org,Kontruksi,086 938 9437,Kecil,1000000,Group,"020 Michelle Keys
Angelicaville, NC 39767",2023-12-27,Collection For Corporate & Commercial Credit,HR & Training,Public Training,3,50,96,10,1,2,2,3.75,7,no,61.92857142857143
180,PD Utama,Gambira Purwanti,"Jalan S. Parman No. 57
Pematangsiantar, Riau 49415",qmandala@example.org,Kontruksi,(005) 869 9595,Menengah,1000000,Retail,"69929 Rivera Inlet Apt. 117
Gregoryton, NH 33052",2024-01-24,Optimalisasi Social Media Branding Menggunakan Storytelling,Sales & Marketing,Public Training,4,87,49,9,10,5,1,6.25,1,no,71.21428571428571
551,Perum Napitupulu Lestari (Persero) Tbk,Yusuf Mansur,"Jl. Ahmad Dahlan No. 829
Langsa, JB 04233",maryadi51@example.net,Pertambangan dan Penggalian,0832002741,Kecil,200000,Retail,"Unit 3614 Box 6948
DPO AE 57004",2023-12-11,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Online Training,9,36,62,1,1,10,3,3.75,3,no,57.92857142857143
552,Perum Damanik Palastri Tbk,"Edi Kuswandari, S.Pt","Gang Waringin No. 74
Pariaman, NB 26151",cinthialaksmiwati@example.com,Industri Pengelahan,+62 (097) 385 6105,Kecil,900000,Group,"21730 Taylor Trail
Port Brett, IA 50773",2023-12-12,Communication Skills in Project Management,Leadership & Managerial,Online Training,1,62,23,9,9,6,4,7.0,2,yes,67.85714285714286
553,PT Mandasari (Persero) Tbk,Sakura Latupono,"Jalan Kebonjati No. 22
Serang, KB 94363",stamba@example.com,Pertambangan dan Penggalian,+62-034-773-2027,Menengah,700000,Retail,"474 Alfred Ridges Suite 883
Lake Ericborough, KY 78330",2023-12-16,Manajemen Filing & Tata Kelola Kantor,Credit & Collection,Inhouse Training,5,54,69,6,2,6,1,3.75,6,no,60.07142857142857
554,UD Permadi Suartini,"dr. Anastasia Pratiwi, S.E.I","Gg. K.H. Wahid Hasyim No. 3
Ambon, SG 10380",eka88@example.com,"Pertanian, Kehutanan, dan Perikanan",+62 (34) 495-5355,Menengah,500000,Retail,"137 Joshua Mill
New Deborahfort, AZ 07651",2024-01-07,International Banking Facility,Office & Administration,Inhouse Training,7,70,92,7,8,4,1,5.0,8,no,80.28571428571429
555,UD Marbun Tbk,Zelaya Kurniawan,"Jalan Antapani Lama No. 112
Tangerang Selatan, SU 35776",omegantara@example.com,Real Estat,(063) 980-1146,Besar,1000000,Retail,"80441 Carroll Lane
Michaelstad, KS 94393",2023-11-27,Soft Skills For Credit Analyst & Credit Surveyor,HR & Training,Online Training,2,91,37,4,9,5,3,5.25,8,no,70.07142857142857
556,PT Marbun Pudjiastuti (Persero) Tbk,R.M. Mulyanto Riyanti,"Gg. Ir. H. Djuanda No. 77
Parepare, NB 63277",malahakim@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (0566) 403 8473,Besar,700000,Retail,"22605 Gregory Ferry Suite 168
Kellyport, NV 47040",2024-01-11,Electronic Filing Management With Simple Database Software & Apps,Office & Administration,Public Training,2,58,38,1,10,3,1,3.75,9,no,56.21428571428572
557,PD Nurdiyanti (Persero) Tbk,R.A. Tania Laksmiwati,"Gang Joyoboyo No. 4
Tasikmalaya, Sulawesi Selatan 11635",wahyuagustina@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",(0798) 400 8052,Menengah,600000,Retail,"86586 Mia Street
Lake Saraberg, RI 42120",2023-12-27,Cash Flow & Credit Management,Office & Administration,Public Training,1,63,38,1,4,5,3,3.25,9,no,51.92857142857143
558,CV Uyainah,R. Usyi Purnawati,"Jl. Cikapayang No. 673
Tebingtinggi, Riau 21096",firmansyahikin@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",(089) 624 3255,Kecil,700000,Retail,"61409 Gentry River
Hutchinsonshire, DE 75492",2023-12-28,Graphology & Powerful Interview For Credit Analys,HR & Training,Online Training,8,83,80,10,10,8,3,7.75,5,yes,98.64285714285714
559,PD Puspasari Winarno,"Sutan Darmanto Sirait, M.TI.","Gg. Jakarta No. 625
Solok, JI 73543",nputra@example.net,Pertambangan dan Penggalian,(029) 438-1085,Menengah,100000,Group,"735 Mary Meadow Apt. 374
West Brandonmouth, MO 17001",2023-12-16,Leaders as a Coach & Team Developer in Collection,Sales & Marketing,Public Training,1,26,79,6,4,5,4,4.75,8,no,61.785714285714285
560,PD Latupono Namaga (Persero) Tbk,"R. Cemeti Hartati, M.TI.","Gg. Cihampelas No. 6
Kediri, KT 04191",mlestari@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (060) 282-2879,Besar,1000000,Retail,"028 Alyssa Port
Lake Michellemouth, PW 78166",2023-12-20,Shopfloor Leadership & Management : Leading By Genba Keizen,Leadership & Managerial,Inhouse Training,1,37,91,5,1,7,10,5.75,3,no,65.07142857142857
561,UD Suwarno Utama,Soleh Anggriawan,"Jl. Indragiri No. 126
Tasikmalaya, Jambi 31254",gunawanyance@example.com,"Pertanian, Kehutanan, dan Perikanan",(032) 277 4444,Menengah,100000,Retail,"USNS Chandler
FPO AE 79873",2024-01-09,Tax Amnesty Bagi Karyawan & Profesional,Office & Administration,Online Training,9,65,30,2,2,2,5,2.75,3,no,50.35714285714285
562,UD Uwais Habibi (Persero) Tbk,Warji Prasetya,"Jalan Pasir Koja No. 81
Kediri, SR 46545",adriansyahfebi@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62-17-079-9013,Menengah,400000,Group,"7691 Samuel Glen
Kennethland, WA 76312",2023-12-08,Managing General Affairs Excellence,Credit & Collection,Public Training,8,62,81,4,4,9,5,5.5,7,no,81.14285714285714
563,UD Sihombing Wulandari Tbk,"Hari Purwanti, S.Farm","Gg. Gegerkalong Hilir No. 877
Pekalongan, Sumatera Utara 54952",ajimin68@example.org,Pengangkutan dan Pergudangan,+62 (0791) 244-1308,Besar,800000,Retail,"5303 Linda Isle
Port Crystal, CT 71207",2023-12-12,Five Core Leadership Using POCE,Leadership & Managerial,Inhouse Training,4,25,34,8,10,8,7,8.25,6,no,81.64285714285714
564,PT Sihombing (Persero) Tbk,Johan Iswahyudi,"Gang Kiaracondong No. 96
Bitung, Kalimantan Selatan 92940",hastasirait@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",(0598) 830-8282,Besar,100000,Group,"522 Matthews Knoll
North Laurenbury, KS 23640",2023-12-27,"Manajemen Emosi Diri, Temperamen & Kontrol Customer Dalam Penagihan",HR & Training,Public Training,7,54,90,1,2,5,3,2.75,1,no,51.642857142857146
565,UD Oktaviani Hidayanto,Halim Thamrin,"Jalan Kutai No. 3
Bengkulu, Maluku Utara 76927",wage89@example.com,Pertambangan dan Penggalian,+62 (29) 212 7417,Besar,300000,Retail,"995 Dean Centers
New Marilynmouth, MD 73808",2023-12-01,Modern Project Management: Combining Scrum & Sprint,Leadership & Managerial,Online Training,6,65,56,4,4,8,7,5.75,1,no,68.35714285714286
566,Perum Zulkarnain,Gabriella Suwarno,"Jalan W.R. Supratman No. 99
Manado, Bengkulu 91612",dono88@example.com,Kontruksi,(0600) 347 3540,Besar,600000,Retail,"7106 Mclaughlin Pike
South Evanburgh, PR 52630",2023-12-03,Excel & Powerpoint For Powerful Business Applications,Leadership & Managerial,Public Training,8,89,43,4,6,5,1,4.0,8,no,70.28571428571429
567,PD Wibisono,Zulfa Lestari,"Gg. K.H. Wahid Hasyim No. 1
Jambi, Jawa Tengah 05319",umay46@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (115) 308-5047,Besar,500000,Group,"36705 Roberts Points
North Melissa, MT 41240",2024-01-01,Drill For Trainers: Mastering 10 Core Trainers Tools,Office & Administration,Online Training,7,72,39,5,3,9,6,5.75,3,no,71.21428571428571
457,UD Wastuti,"Tantri Hartati, M.Farm","Gang KH Amin Jasuta No. 1
Padangpanjang, YO 56573",aryanirestu@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(0740) 536-0212,Besar,100000,Group,"69563 Kathleen Ports Apt. 563
East Richard, SC 82664",2024-01-24,Mengubah Bawahan Bermasalah & Berkonflik Menjadi Produktif & Suportif,Leadership & Managerial,Public Training,7,53,46,10,1,2,9,5.5,4,no,69.14285714285714
568,CV Oktaviani Maryati Tbk,Prayitna Palastri,"Gg. Lembong No. 3
Padang Sidempuan, GO 48527",nashiruddinkani@example.net,"Pertanian, Kehutanan, dan Perikanan",088 033 9159,Menengah,600000,Retail,"2163 Thomas Route
North Katherinechester, UT 91783",2023-12-14,Create A Simple Integrating Payroll System for Salary Efficiently and Effectively,Credit & Collection,Inhouse Training,5,38,27,1,7,8,9,6.25,3,yes,66.78571428571429
569,PD Pratama Usada,Irsad Jailani,"Jalan Siliwangi No. 49
Medan, BT 35397",adhiarja44@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (018) 553 5787,Besar,700000,Group,"01201 Gloria Hills Apt. 850
East Williamborough, VI 06922",2024-01-22,Collection Recovery Section Head Development Program,Sales & Marketing,Online Training,1,88,83,7,1,7,1,4.0,4,no,60.142857142857146
570,UD Lailasari Situmorang Tbk,"Dr. Harsana Rahmawati, S.Kom","Gg. Surapati No. 603
Banjar, Kepulauan Bangka Belitung 09750",satya38@example.com,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62 (95) 323 1128,Kecil,900000,Retail,"0379 Denise Row
New Tanyaport, MH 97244",2023-12-10,New Requirement for Professional Industrial Relation Officer in New Normal Era,Sales & Marketing,Inhouse Training,9,59,48,10,10,2,2,6.0,4,no,76.71428571428571
571,UD Yuniar Tbk,"Drs. Vicky Halim, M.TI.","Gg. Sadang Serang No. 7
Sungai Penuh, Jawa Barat 29196",edward84@example.net,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (717) 644-5658,Besar,1000000,Group,"1664 Tracey Brooks Apt. 812
Port Michaelchester, DC 52022",2023-12-26,Secretary Development Program,Leadership & Managerial,Online Training,5,42,68,7,9,4,5,6.25,2,no,70.35714285714286
572,CV Nababan,Cindy Prasetyo,"Jalan Suryakencana No. 0
Medan, Sulawesi Tenggara 70894",yolandaagus@example.com,"Kesenian, Hiburan Dan Rekreasi",+62 (90) 513 7448,Besar,500000,Group,"22113 Gentry Ranch Apt. 714
Veronicabury, TN 93167",2023-12-29,Create A Simple Integrating Payroll System for Salary Efficiently and Effectively,Credit & Collection,Online Training,3,73,74,3,3,3,9,4.5,2,no,60.285714285714285
573,PT Anggraini Lestari,Hj. Karimah Maryadi,"Jl. Raya Setiabudhi No. 97
Gorontalo, AC 31084",cagermandasari@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(080) 571-9426,Menengah,300000,Retail,"Unit 2642 Box 6704
DPO AP 13662",2024-01-16,Practical Business Presentation Skills,Leadership & Managerial,Online Training,2,22,74,7,8,9,1,6.25,5,yes,69.78571428571429
416,PT Rahayu,"Dt. Cecep Rajasa, S.Gz","Gang Sentot Alibasa No. 3
Sawahlunto, Gorontalo 20114",gmaryadi@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (893) 392-3692,Menengah,200000,Retail,"USS Kennedy
FPO AE 76244",2024-01-16,"Manajemen Resiko APU & PPT bagi Staff Perbankan, Multifinance, Sekuritas dan Asuransi",HR & Training,Online Training,2,31,23,7,9,8,10,8.5,7,yes,82.71428571428571
574,PD Rahayu Nababan (Persero) Tbk,Prakosa Rahimah,"Jl. Bangka Raya No. 15
Gorontalo, Sulawesi Tengah 39504",bancar53@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",(063) 737 7097,Menengah,200000,Group,"16748 Baker Heights
Fosterstad, CO 45788",2023-12-15,Succession Planning & Management,Leadership & Managerial,Inhouse Training,7,82,29,9,5,10,2,6.5,3,no,76.57142857142857
575,Perum Lazuardi Yuniar,"Anita Hakim, S.Ked","Jalan Kendalsari No. 4
Bontang, SG 74297",opertiwi@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (004) 783-8106,Kecil,700000,Retail,"1535 James Lock Apt. 867
Lake Lisa, MA 01749",2023-12-20,"Sekuritisasi Asset: Pengembangan Produk, Analisa Resiko, Aspek Legal, Perpajakan dan Strukturisasinya",HR & Training,Public Training,9,36,84,8,1,6,3,4.5,7,no,72.14285714285714
576,Perum Mustofa Halim,Calista Nashiruddin,"Jl. Ciwastra No. 7
Malang, Kepulauan Riau 28366",opansetiawan@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,(0427) 723-5731,Menengah,700000,Group,"05785 Vicki Club Suite 011
Oliviashire, TX 12191",2023-11-30,"Teknik Penagihan Melibatkan Aspek Hukum (Perdata, Pidana, Pailit, Litigasi, Kepolisian, Menghadapi Pengacara, Penyitaan & Penarikan)",Sales & Marketing,Inhouse Training,4,83,73,4,9,9,8,7.5,2,no,84.42857142857143
577,CV Wibowo (Persero) Tbk,"R.A. Maria Dongoran, S.Kom","Gg. Moch. Ramdan No. 5
Bogor, ST 76947",kurniawinarno@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-014-222-6857,Kecil,900000,Retail,"Unit 5515 Box 6617
DPO AP 71480",2023-12-09,Financial Credit: Rating & Scoring,Office & Administration,Online Training,4,43,92,4,5,9,7,6.25,9,no,82.5
578,PT Wulandari,"R.A. Icha Waluyo, S.H.","Jalan Veteran No. 109
Mojokerto, Jawa Timur 27757",yuliantianastasia@example.org,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(0770) 460-8344,Besar,800000,Retail,"98917 Williams Shoal
North Hannahtown, MH 09372",2024-01-19,Fintech: Solusi Teknologi Keuangan Bagi Perputaran Ekonomi Skala Kecil Yang Menghasilkan Bisnis Besar,Office & Administration,Online Training,6,93,94,8,4,9,4,6.25,1,no,81.35714285714286
579,PD Kuswandari Yuliarti,"H. Cawuk Pudjiastuti, S.E.","Jalan Ahmad Dahlan No. 341
Bitung, Nusa Tenggara Barat 71397",tambaharjaya@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (87) 350 5686,Menengah,200000,Retail,"4882 Mark Valleys
Parkerborough, NC 64821",2024-01-09,Legal Drafting to Prevent and Anticipate Business Conflict & Dispute,Leadership & Managerial,Public Training,5,99,85,4,4,3,1,3.0,6,no,63.42857142857143
535,Perum Hidayat,"Suci Wahyuni, S.T.","Jl. Cikutra Timur No. 467
Kota Administrasi Jakarta Pusat, Sulawesi Tengah 86074",hastuti@example.com,Pengangkutan dan Pergudangan,(0635) 103 9600,Besar,400000,Group,"8262 Stephens Branch
Christophermouth, NH 69818",2023-11-27,Cash Flow & Credit Management,Office & Administration,Public Training,8,35,53,6,7,8,9,7.5,2,no,80.42857142857143
580,CV Iswahyudi,Dr. Samiah Rajasa,"Jl. Peta No. 62
Cimahi, Kepulauan Bangka Belitung 99299",prabaardianto@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (016) 863 2518,Kecil,800000,Group,"03357 Mark Walks
West Tina, DC 67259",2023-12-13,"Manajemen Resiko APU & PPT bagi Staff Perbankan, Multifinance, Sekuritas dan Asuransi",HR & Training,Public Training,2,85,33,6,3,7,9,6.25,3,yes,70.07142857142857
581,CV Hastuti Siregar (Persero) Tbk,Prayitna Thamrin,"Gg. Rajawali Barat No. 07
Pontianak, Sulawesi Tengah 93782",purwantigangsar@example.net,Kontruksi,+62 (54) 779-5325,Kecil,700000,Group,"13700 Tammy Hills
Kristenmouth, PA 01274",2024-01-25,Sales - Oriented Customer Service,HR & Training,Public Training,1,32,27,8,9,9,10,9.0,6,no,82.71428571428571
582,UD Yulianti,Dt. Luwes Riyanti,"Jalan Pasir Koja No. 8
Pekalongan, BA 08388",emassaefullah@example.org,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-0508-278-6525,Menengah,1000000,Group,"428 James Square Suite 678
Davisview, ME 98049",2023-12-18,Developing & Writing Corporate Credit Proposal,HR & Training,Inhouse Training,5,99,47,1,9,3,10,5.75,7,no,79.07142857142857
583,PT Widiastuti Nuraini,"Sutan Bahuwirya Hardiansyah, M.Farm","Jl. Suniaraja No. 894
Sungai Penuh, Nusa Tenggara Barat 79908",jaswadi56@example.com,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (549) 233-5208,Besar,400000,Group,"8365 David Harbor
New Shawnbury, MO 51995",2023-12-24,"Sekuritisasi Asset: Pengembangan Produk, Analisa Resiko, Aspek Legal, Perpajakan dan Strukturisasinya",HR & Training,Public Training,8,88,52,5,2,3,3,3.25,4,no,60.35714285714285
584,PD Mandala (Persero) Tbk,Darmanto Putra,"Gang Surapati No. 5
Batu, BT 01546",narpatilanjar@example.org,Kontruksi,+62 (36) 856 7336,Kecil,700000,Retail,"8328 Anderson Gardens Suite 284
Janeburgh, LA 79709",2024-01-17,Area & Territory Management:,HR & Training,Online Training,6,34,65,6,10,9,9,8.5,6,yes,93.42857142857144
585,PT Prasetya Widodo (Persero) Tbk,Ikhsan Maulana,"Gang Ir. H. Djuanda No. 81
Subulussalam, Papua Barat 27880",nhutapea@example.org,Real Estat,+62 (014) 520-3575,Kecil,500000,Group,"7496 Mitchell River
West Mary, CO 59564",2023-12-28,Mental & Workload Analysis in New Normal Era,Sales & Marketing,Public Training,5,81,42,7,1,9,8,6.25,9,no,82.21428571428571
586,Perum Suryono (Persero) Tbk,Paramita Yuliarti,"Gang Rawamangun No. 9
Padang, MA 38949",cakrawala66@example.com,Lainnya,+62 (037) 892 9751,Menengah,300000,Group,"0142 Cain Crossing Apt. 074
Lake Ashlee, TX 68907",2023-12-02,Advanced Digital Marketing & Foundation,Credit & Collection,Public Training,9,64,88,8,9,1,5,5.75,8,no,87.07142857142857
587,UD Hastuti Firmansyah (Persero) Tbk,"Cut Jasmin Namaga, S.Sos","Jl. Jamika No. 427
Purwokerto, Jawa Timur 91035",kayunrajata@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (237) 197 5380,Kecil,400000,Retail,"98682 Taylor Lights
West Robert, MA 09945",2023-12-26,Menyusun Kurikulum Pelatihan Berbasis Kompetensi,Office & Administration,Online Training,4,69,52,5,8,1,8,5.5,2,no,65.14285714285714
588,CV Pratama Dabukke,"Sutan Taswir Sihotang, S.Gz","Jl. Rajiman No. 712
Banjar, BE 57225",pranowogaman@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-46-329-0026,Kecil,100000,Group,"7194 Isabel Orchard Suite 565
Heatherside, IN 49495",2023-12-25,Hypnotic Business Presentation PowerPoint Short-Cut & Effective Influencing,Leadership & Managerial,Inhouse Training,9,26,50,6,7,3,8,6.0,4,no,72.28571428571429
589,PT Andriani Lailasari Tbk,Rachel Sihombing,"Gg. Wonoayu No. 2
Banjar, Bali 78118",kajen98@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",(016) 546-2505,Besar,400000,Group,"480 Ricky Springs
Potterport, SC 46589",2023-12-09,"Manajemen Resiko APU & PPT bagi Staff Perbankan, Multifinance, Sekuritas dan Asuransi",HR & Training,Public Training,7,65,85,5,7,3,6,5.25,7,no,78.92857142857143
590,CV Haryanti (Persero) Tbk,Tami Pratama,"Jalan Sukabumi No. 96
Pematangsiantar, Banten 28277",siregarajiono@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,(0085) 261 4551,Besar,600000,Group,"5124 Hall Pass Apt. 025
Sherrifurt, WV 73215",2023-12-13,Cost Tracking VS Scheduling Analysis Model in Project Management,Office & Administration,Inhouse Training,5,45,30,8,10,9,8,8.75,9,yes,94.64285714285714
591,PT Pudjiastuti,Harto Waluyo,"Gg. BKR No. 7
Bengkulu, Kepulauan Riau 04577",gilangprakasa@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-213-997-0454,Menengah,1000000,Group,"PSC 2656, Box 7825
APO AE 21631",2023-12-14,Professional Capability Development Towards Industry 4.0,Finance,Online Training,5,23,77,7,2,6,6,5.25,1,no,60.35714285714285
592,Perum Rajasa,Siti Mayasari,"Jl. HOS. Cokroaminoto No. 93
Bontang, Sulawesi Barat 05680",smegantara@example.org,Industri Pengelahan,+62-094-893-7291,Kecil,1000000,Retail,"493 Torres Manor
East Steve, AL 98950",2023-12-03,Strategic Partnership - How to Optimize Partnership Efforts for Your Strategic Goals in New Normal Era,Credit & Collection,Online Training,2,69,91,10,5,3,7,6.25,7,yes,81.78571428571429
593,UD Tamba,Novi Manullang,"Gg. Raya Setiabudhi No. 58
Subulussalam, Aceh 53204",suwais@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",(080) 785 5959,Besar,1000000,Group,"229 Johnson Villages
Reynoldsmouth, VI 34858",2024-01-02,Etos Kerja Unggulan Di Era Business Improvement,Leadership & Managerial,Online Training,7,84,60,1,2,5,2,2.5,7,no,58.42857142857143
594,UD Megantara Setiawan,Jono Maryati,"Gg. Dipenogoro No. 40
Bitung, Sumatera Barat 53542",oktonapitupulu@example.org,Industri Pengelahan,+62 (235) 692-9182,Besar,100000,Group,"552 Nancy Shores Apt. 791
Wardview, WA 33165",2023-11-27,Powerful Closing Technique Using Psychological Story Telling,Sales & Marketing,Online Training,9,26,43,8,4,8,2,5.5,6,no,70.57142857142857
595,PD Melani Tbk,Gabriella Firmansyah,"Gg. Gegerkalong Hilir No. 8
Bukittinggi, NT 77543",ewahyudin@example.net,"Pertanian, Kehutanan, dan Perikanan",0896984367,Kecil,700000,Retail,"718 Sarah Mountains Apt. 688
Lake Tiffany, AZ 56141",2023-12-28,Professional Telesales & Telemarketing,HR & Training,Inhouse Training,9,24,39,8,8,1,8,6.25,3,yes,72.21428571428571
596,UD Rahmawati Dabukke Tbk,"Nadine Hastuti, S.Sos","Jalan Kutai No. 24
Metro, Kalimantan Timur 17074",sihombingtitin@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (898) 909 5198,Kecil,700000,Group,"62565 James Views
Wrightview, MT 60089",2023-11-28,Optimalisasi Aset Tetap Perbankan menuju Revenue & Profit Center,Credit & Collection,Online Training,1,40,42,10,3,9,2,6.0,5,yes,64.57142857142857
597,PT Rahayu Tbk,Dt. Setya Wasita,"Gg. Dr. Djunjunan No. 85
Kota Administrasi Jakarta Barat, YO 59260",purnawatiwarsa@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(0152) 111-5799,Besar,200000,Group,"8467 Phillips Fort
West Kayla, MA 54882",2024-01-15,Creative Problem Solving & Decision Making,Leadership & Managerial,Inhouse Training,2,92,49,9,10,9,2,7.5,4,no,82.28571428571429
598,PT Hakim Pradipta Tbk,Icha Hidayanto,"Jl. Sadang Serang No. 2
Serang, Bali 62132",dartonotampubolon@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62-56-817-9547,Menengah,100000,Group,"648 Mercado Fork
Grantmouth, MN 47985",2023-12-17,Creative Problem Solving & Decision Making,Credit & Collection,Inhouse Training,8,82,35,5,10,9,3,6.75,1,yes,79.21428571428571
599,PD Mulyani Tbk,Usyi Santoso,"Gang Waringin No. 6
Cimahi, PA 52094",wardaya10@example.org,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (917) 122 4044,Kecil,300000,Group,"9565 Brandon Spring Apt. 351
Joshuaton, TX 34623",2024-01-04,Professional Capability Development Towards Industry 4.0,Finance,Online Training,5,25,28,7,6,4,8,6.25,2,yes,63.642857142857146
600,PD Putra Siregar (Persero) Tbk,Indah Hasanah,"Gang K.H. Wahid Hasyim No. 0
Pekanbaru, Lampung 79266",situmorangtimbul@example.org,Real Estat,+62 (029) 562 4462,Menengah,900000,Retail,"39163 Dawn Alley
Julieland, NC 58180",2023-12-10,Soft Skills For Credit Analyst & Credit Surveyor,HR & Training,Public Training,5,80,76,2,4,2,4,3.0,8,no,62.285714285714285
