auction_type,nama_barang_lelang,spesifikasi_barang,keterangan,nilai limit,harga_lelang_invoice,TTD,nomor_invoice,harga_sewa_kpr,tagihan_kartu_kredit,belanja_makanan,transportasi,cicilan,gaji_bulanan,bonus,pengurangan_gaji,pendapatan_tambahan,tanggungan_1,tanggungan_2,tanggungan_3,tanggungan_4,tanggungan_5,laporan_rekan_kerja,fraud
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1234459.5463968161,2976835.7698810375,True,5001.0,1057030,9051276,1014925,1326759,2503708,13246065,2127247,1108096.7777632768,11399985,0,443922,0,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,28559836.547925774,80371862.53792946,True,6160.0,1854383,0,1350088,694300,0,30852179,0,1892840.0538507174,5455127,0,1228960,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,42386739.512436,True,2636.0,1821694,9092702,1309439,978422,7286268,7123098,1970238,464808.0368007351,0,3856564,3630606,3912653,2859001,1051131,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Baru,248548230.79689384,264918631.46798056,True,3544.0,1047698,0,1091537,415966,7150893,8802503,0,623360.6661971104,0,0,2186101,0,2407300,0,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,3606 m2 perkotaan Semarang,,33922857222.0,99676927328.11266,True,3842.0,250419,0,1069899,1171643,0,15318081,3789037,1512696.4529042887,18258295,1850122,928370,0,2998515,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,39802421.241283536,118819636.38695149,True,2750.0,1260705,0,1392208,778642,0,5901778,2114683,495506.6788321613,0,647440,1075535,1115586,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 115 m2 Surabaya Barat,Baru,1760289034.0,3715299523.960258,True,7112.0,1258997,1760905,1081571,729135,4389621,7090670,3031378,421369.7631319727,7500907,284144,2742483,2147332,3826079,2948429,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Apartemen 182 m2 Tangerang Selatan,Baru,507682853.0,1439025505.5415416,True,1780.0,613313,2095604,1011968,765057,0,31174379,1734495,1928232.5288395423,7055152,0,3131699,1838077,0,4271905,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Baru,20182403.65527544,31768552.681034323,False,2070.0,657230,0,1410763,1482751,7184758,7646401,3934723,396549.81421639025,16584842,1457461,1805384,0,13175,2031570,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,12190276.808789602,18857141.93874562,True,5770.0,460121,0,1181023,1318778,9259626,20886974,1464047,1299073.3094214983,18075008,4257335,411925,3185861,1041579,3040389,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,12190276.808789602,36262292.69400174,True,6635.0,648288,0,1092105,1046570,8206062,13850152,0,1277582.930228751,0,4876515,0,1099324,575685,0,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,28727315.60760102,38541642.189879544,True,3770.0,778814,501925,1142489,885685,8910694,29085155,2122381,1701252.0225439284,3292642,1053471,0,4296525,3026572,1962228,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,18630379.72541991,28512253.269828886,True,8820.0,453155,522972,1094663,1462535,5389921,30375508,1186279,2816923.542283424,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3783 m2 pedesaan Tangerang Selatan,,22224228429.0,61280531847.62954,True,4126.0,908378,0,1078792,829448,0,14053850,1798668,1256100.432104876,10067240,3840906,3047172,4254436,4838701,964928,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,5457525.353550663,11517526.622092653,True,4767.0,1433742,3699122,1002207,963731,0,28882588,0,1870884.7284793537,0,0,0,0,0,2878430,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8370091.381913117,14302811.78539635,True,3697.0,288157,0,774366,547224,3697899,6254670,3071265,563116.5468145773,0,0,2724247,4426515,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,27243175.028118677,25405478.764201686,True,2124.0,465744,7514179,1020975,450835,0,31717664,1486075,2979233.286612098,0,0,0,1637624,643499,1049612,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,581478.8248982647,1274509.7267484998,False,7051.0,228543,0,1005859,1498971,0,11363856,0,800241.7935671113,0,0,0,348498,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,102003001.97487666,True,,1058571,4059283,1271191,1249374,0,15568353,2802251,1018953.7175020172,3721430,4991375,1094192,4174346,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,27549570.496264692,19496711.293491144,True,7625.0,1663572,5608214,1458506,973298,3205274,29839751,0,2112989.430712242,0,2880492,0,0,3225836,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,11145012.644006647,24106776.19356804,True,2595.0,702266,0,1358609,937483,3939600,15815493,0,1511652.4761937659,10609775,1886967,976297,3777234,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,27555349.342079036,24573426.984038167,True,3715.0,1010791,3152401,1254682,823446,0,26764201,0,1794382.571411902,9225110,313644,4402666,4078765,141602,3972976,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,27245589.88372643,75536663.67628197,True,4266.0,1008483,0,1034772,1061150,0,9976943,0,930635.1145107119,13951012,4171514,0,0,0,4669287,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1209423.4267548313,1579568.1485092102,True,4235.0,1949099,0,1141953,867943,9443977,11162977,0,1048091.3875564234,0,0,484658,0,0,0,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,1604 m2 pedesaan Gresik,,9631234040.0,14056780908.311153,True,,1524233,0,1372259,966929,0,34189296,0,2458837.515542641,0,0,1089781,1569060,1404392,44586,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4314 m2 pinggiran kota Tangerang,,51139195674.0,114862264016.3723,True,3643.0,1379844,0,1139645,597484,0,11919581,4138872,847608.6125707488,0,0,795852,0,0,1115904,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,31649888.51998487,86180271.28724495,True,1450.0,1369198,5685938,947712,684983,0,18857416,0,1242043.8166493457,0,0,0,0,0,4874481,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 291 m2 Medan Barat,Baru,950614043.0,2410229527.037129,True,4558.0,1425147,5994202,1467227,1379867,0,33502630,3736328,3036644.1596991783,0,0,3946863,0,2177759,3632819,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14378500.254706237,18105221.89318463,True,5988.0,471316,5478916,1271159,471818,7237438,18503959,0,1371816.5452526053,0,0,3474497,1874611,1146238,1682979,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,14378500.254706237,29675525.70846058,True,7981.0,1858979,0,1295285,1137366,0,27553978,0,2383950.684795158,17253324,0,0,2975479,0,2348082,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2073 m2 pedesaan Bantul,,9073272240.0,9853969509.978588,True,3268.0,1396551,0,1282567,1334041,2965143,33463948,0,2209550.486456109,0,0,0,2887433,1047898,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,22288521.635335546,31323763.97370872,True,6050.0,1532490,0,1061346,1476532,7006004,31328747,0,2142910.764470418,10053703,3418964,813560,0,0,1926320,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 213 m2 Bekasi,Bekas,1076965819.0,2200835801.7800703,True,6837.0,1548383,0,1369856,808124,0,27453815,3656539,1510248.0228420836,7231739,3375367,2555592,0,0,4791152,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,41886021.729217574,105952996.72262818,True,2764.0,1130980,3102804,1177993,457764,0,11557471,3912678,1126860.5880957427,7305887,2438963,1788436,0,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,41886021.729217574,51791376.678134196,True,8899.0,1062806,0,1128436,1367410,0,22936840,4091013,2097647.632700034,0,0,0,779289,3585280,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Baru,247179992.85336772,316459927.06775033,True,5860.0,682920,8790843,1471232,685913,7814987,12494849,2161325,697297.5760322459,0,0,389800,1820825,2434439,3503160,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,247179992.85336772,216526516.05170172,True,6937.0,1301437,0,1464597,755402,0,12492656,4096987,863337.499649328,10991801,0,4169889,0,2594395,0,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,29040705.237154223,80338199.48258714,True,7294.0,1994423,7453947,820932,1001123,0,15135272,1470952,779585.7958217589,0,2692157,0,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16210643.764129812,34957413.065718345,True,6389.0,953969,9216279,1331035,393063,7989079,21922899,0,2084772.014615988,2263233,0,2298548,0,4479244,484683,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,35167640.21191628,64708289.7603827,True,2897.0,1058095,2107797,1075770,390239,9730665,18751101,0,1843209.5353536522,3544439,261817,0,2580677,3669031,1978881,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,23335983.62047763,27984086.57786248,False,4959.0,1789933,599535,1444475,1022805,0,29457167,0,2024858.6373314366,19181811,2150319,0,0,1960352,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,10352495.130677998,10166225.916750528,True,8729.0,1459428,7319996,1236776,422242,7498816,15833496,0,885049.3973179597,0,0,2379603,3351767,0,643985,4,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,7318111.802937577,16614474.49800894,True,4254.0,381274,4455943,1455873,1387758,0,15224153,4331105,816515.3776916285,0,0,2380316,0,2800788,4432477,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,7318111.802937577,16293978.945944604,True,,1252560,0,1190025,1212285,0,5408301,0,444693.596443278,0,0,0,2516347,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,1150218670.226289,1357774956.7046833,True,1569.0,1579437,9368625,918549,1238296,0,32883549,3783537,3136180.3063141685,0,0,0,2485476,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4241 m2 pinggiran kota Surabaya Timur,,36987614317.0,105705541369.69106,True,2353.0,893704,0,838023,1212238,4730786,8456596,0,649842.6850827653,17762344,4724396,2316384,0,965963,3556828,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,9337388.612050403,24320865.908285722,True,1532.0,1280072,0,824394,1163346,0,17913846,4685339,1265057.982843867,4670358,3883949,1312069,424156,4602514,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,12245351.43927848,33726418.260013714,True,4029.0,1572305,0,1457208,1127052,5208814,7624320,0,611919.2743304481,8473028,1468688,2694858,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4876 m2 pinggiran kota Tangerang,,58920345496.0,143151189303.39136,True,3458.0,1881845,0,1119423,378639,5558825,24421128,0,1600585.505637509,0,2635060,4649667,862451,0,1585890,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,14635039.21569303,26980954.583687417,False,7576.0,519855,0,824234,654723,3022925,15435975,3486009,841365.6758542726,18405809,2082461,0,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,21564321.607011206,24987857.65423816,True,4546.0,1951351,9166754,1402717,677684,0,13154522,0,658894.8730889488,0,1447445,2806831,0,0,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Apartemen 285 m2 Bantul,Bekas,493263618.0,354640807.10075355,True,1594.0,626376,0,1351445,358971,9197607,12425728,2550106,1157154.0138693806,0,0,4726352,0,4369277,0,3,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,38349167.07375729,94138794.17843264,False,6463.0,1418644,0,1020159,411803,0,17555686,1363092,1102657.0644519022,13479371,0,2430547,2276245,0,1702920,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Baru,48445592.303075306,131799167.97142375,True,6462.0,1040612,0,1478980,575224,0,16097053,4060078,1075719.699073822,0,861277,0,0,0,3409350,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,12387000.895737005,33657306.890696935,True,2523.0,1037184,0,1210570,1099248,0,24991555,3049736,2439676.2297387114,9202499,469291,0,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,13177293.056083726,38602818.99493903,True,3714.0,1956977,3421566,1177268,877834,7092279,25436053,0,1620474.8168672163,0,0,46516,0,461351,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,34703557.330021024,71069852.8185206,True,5491.0,1175780,8718934,1230733,1177595,2852102,33184851,2203223,2787730.0377816753,0,1646641,0,3215087,0,2752341,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1206499.9826549673,2981713.28370433,True,9556.0,735768,0,1180576,1094809,0,14754440,0,816274.0701556704,0,3694102,3072898,2593870,0,3547914,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5532780.149794179,13841882.017224986,True,4664.0,1050677,0,1458082,1233073,0,15476192,0,1036509.4582880877,0,1099915,1647421,290716,2203037,4792678,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,18251921.235101398,19582923.253152017,True,8643.0,613879,0,966726,538754,7961293,29807444,0,2781788.737933281,0,257110,0,3429126,842445,3899977,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,20564472.72539259,47906323.448090985,True,6921.0,511654,0,1047038,1390189,0,13857624,2264991,1148592.3131091099,0,3101893,3122398,4926099,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Bekas,266014518.59003416,744455474.9308798,False,,1315238,0,917745,954777,0,14173960,2562944,1380103.5302812618,17851620,4115908,3433151,0,0,0,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,15421657.956228094,29247004.12954226,True,2023.0,421029,0,1337126,1289750,9886681,27048211,0,2553039.7763223182,9650023,0,0,0,3127263,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,3331029.89748352,9671088.783202214,True,8638.0,1012954,8921909,1214206,458373,0,14708523,1028236,917772.8311344966,0,0,0,948965,4834659,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,6728623.258240052,10298415.83325802,True,1580.0,1547637,0,1410630,1430711,0,8421518,0,440933.60053514905,10530685,0,0,0,3670532,2517166,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,951956.3978572187,2652810.3221272994,True,8099.0,666281,0,1030068,682777,0,21907304,2551906,1990037.4706024046,4694267,0,4857766,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,13633484.717346461,11145346.993918635,True,2442.0,1084479,9294275,1075276,940176,0,24816095,0,2450905.443609427,8014848,2148606,3985468,0,4344041,1580051,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,13989546.986244898,23262349.9789782,True,,1885475,0,1317640,766041,0,22630024,0,1825902.8101096242,0,148429,0,0,0,4189050,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,217554413.20475513,178737615.43215525,True,3339.0,1526090,9932203,1257125,697469,0,27347878,0,1538677.0406557613,0,0,0,3626362,0,0,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Avanza,Baru,204001242.2252137,194170138.59728977,True,,311669,4496907,795207,1471254,5442682,26779675,0,1904438.3784452118,17723631,0,0,3860360,0,0,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,11241124.943320215,22919681.22381844,False,7743.0,606689,9775176,1321856,479547,7073326,13794511,0,794337.4378319929,12039111,0,3015096,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang mutiara multi dengan desain chevron,,6194722.282307152,9457077.477999292,True,9328.0,328193,0,760280,1201409,6653402,25104235,1810542,1353936.495053777,8023896,4104659,4506201,0,2287098,2021696,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1452 m2 pinggiran kota Surabaya Timur,,12369023172.0,31011733856.32177,True,5298.0,481953,9956724,1204874,1457192,5752684,13299811,1531452,920491.9004395028,0,1298019,4137337,0,0,1019866,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1462155366.9502902,1355839617.966584,True,9364.0,882472,4955639,886230,834248,0,33800281,0,1950004.7541039889,0,0,3689876,0,0,0,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28348021.04534399,83867011.22957166,True,,493060,0,1176252,1461146,2178172,27538872,0,1598911.8264513956,0,964820,3128596,0,296732,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 156 m2 Makassar,Baru,1696617949.0,4446203618.293064,True,9473.0,499398,0,789548,1299462,8717789,16970234,0,868936.7064396236,19357032,0,0,0,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,29177360.503446948,60290152.78201595,True,5770.0,486107,0,1441796,1198694,0,13083374,1722388,804409.4796670058,0,4158971,372414,4671657,3611185,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,29086336.84903481,45096800.59744867,True,5222.0,665942,0,873325,483741,0,17148946,3637440,863260.7306318678,11919200,1924904,0,0,2997843,3717444,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23640077.407466218,52619324.510038525,True,5747.0,621095,0,1413197,1028970,8555699,20204240,0,1615048.775259348,19527055,734876,3386988,1461185,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,8075144.125591284,23795216.411279112,True,5949.0,919223,0,965796,993433,0,27249298,2841800,2365949.51456447,15286933,1155996,0,0,0,2469902,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,26294427.551033404,16452825.65519558,True,8555.0,446512,1476739,1129756,1172419,0,33528836,0,2823544.561984446,6337668,0,2767230,0,1748180,2277786,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,1678209147.3160534,4357482243.663831,True,6293.0,634652,0,1050003,442664,6762938,22637984,1217586,2077368.7811015523,0,0,0,0,1880537,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,26104914.481157284,17274155.88763011,False,1381.0,1829656,0,865246,977512,2885959,18170867,0,1610270.0830946814,0,4199129,2300435,0,0,1671691,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,27211147.57474768,59427591.555610366,True,2839.0,1240942,6614418,1299142,406796,0,17296973,1965442,1692807.946165622,13591453,0,62795,1022619,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 5 gram,,27211147.57474768,56025543.07429349,True,5829.0,1698254,0,1285649,386018,6333802,14558154,2747974,1434466.8500728416,4934904,0,0,0,0,4578227,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,9080179.409536092,16402833.677915595,False,7367.0,213157,0,1153309,1184106,0,14075060,3814348,1068969.4861094703,0,4733175,495663,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11813048.883281674,7471455.764220112,True,8729.0,1002857,0,1055617,1383066,5839575,26686960,0,2061852.096719212,0,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,24239571.2883161,65180193.48270964,True,1975.0,1531383,0,1103245,359970,0,16664601,1721207,920010.9363267146,0,711386,1055461,601902,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4129 m2 pedesaan Depok Barat,,22966637604.0,43534460275.093765,True,3009.0,1249013,7871981,1443331,394955,0,30419088,0,1972953.458645713,0,1424289,0,0,4953297,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1392 m2 pinggiran kota Medan Utara,,11625353424.0,24622490462.470154,True,3370.0,1518418,0,1140113,665995,0,33184303,3925144,2260134.9220160474,11458305,0,881949,2277851,4886587,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,2559112144.304536,3818325691.3105936,True,,511800,3409512,1036401,796416,0,10243517,1427468,939625.9799479712,11866603,2887539,2162606,0,1190427,40798,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,2559112144.304536,4376592949.373008,True,5785.0,913668,0,949688,701683,5449743,14848886,1724197,827999.3213768532,11693907,0,0,0,1530806,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,19501219.33343969,18368563.00166457,True,2734.0,1007178,0,811759,1335518,9399781,12765784,4487476,881948.4133631511,0,0,0,2134523,1200201,3884340,3,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,20366608.72680696,57343851.236704744,True,2671.0,437341,5122126,1414016,990360,0,27693394,0,2323310.835181046,473712,4325540,0,0,892375,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3947 m2 perkotaan Batam,,46716352558.0,125390642196.47917,False,8590.0,1023108,0,854101,692971,0,22206503,2121932,1231699.0512908907,0,4189734,0,0,0,4519928,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2210 m2 pedesaan Mojokerto,,8854281020.0,25356321531.837578,True,4493.0,1033003,9948541,926989,621437,4194328,6881987,0,367633.7121722562,18607897,42112,641107,0,2930207,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 80 m2 Bantul,Baru,349203393.0,936366177.9054415,True,7241.0,1524869,6197768,969377,507198,0,21592682,1528913,1909247.2205689389,0,0,0,4656918,0,4420954,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,10413142.667939844,22495777.844058048,True,6595.0,1615283,6592567,1059577,1435751,0,30203450,1102710,1827271.69916346,11396356,4659151,0,2380150,0,2370206,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,10413142.667939844,10734248.613913614,False,2983.0,1037943,9811608,1002299,976060,4876617,22774795,0,1561201.7859659104,12743422,1123486,2780812,0,3614665,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,9480657.869712893,10783101.403383875,True,2045.0,726890,7064995,1076891,616237,8586050,20589690,0,1766196.1497765204,17806547,728082,3616269,2911501,1179179,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
