collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_place,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Kendaraan,mobil penumpang,Mitsubishi Xpander,Bekas,212571736.81109804,377973830.2074696,True,,768026,0,1095782,711176,7373514,9247932,0,517921.4000755881,18851984,0,0,3500630,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3020 m2 pinggiran kota Medan Utara,,19181013580.0,15281417142.349613,True,,442615,2146238,1473635,1045302,0,15808341,4199782,1498408.3094488995,0,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2005 m2 perkotaan Yogyakarta,,11901531630.0,23659362705.02841,True,7278.0,1610811,4566624,971697,749311,2712448,15966801,4261113,1511327.6776566647,17289524,305966,0,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,24896078.344973028,56768358.34805841,True,5727.0,1082311,0,1223268,661728,0,31031460,0,1950833.1930234612,0,3568024,4610568,0,3478473,3649934,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,13649566.00391568,13676152.027981076,True,,1702359,0,1163008,1240595,0,29111500,2860995,2410721.5951066553,0,1080068,2360922,2399122,2580990,4421170,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,4764228284.492334,13154128464.839191,True,7038.0,1530178,0,855527,457410,0,17848307,0,1082377.4772473662,6351287,2242845,0,4925820,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,27025157.78275749,60217686.95079063,True,5233.0,599395,0,1141702,1455446,5262897,24710635,1108039,1292565.012261442,0,0,0,844884,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,18605595.327619612,16583789.741574524,True,9937.0,897697,9176641,864495,737286,4976089,34999255,3919248,2864576.5641216733,8843171,1913597,0,1591932,0,4676458,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,28407735.711344283,74965993.74284567,True,7011.0,1641250,0,885977,389918,0,24289371,0,1291437.932774971,0,0,0,4538865,4501238,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11774948.344181668,11704893.101224199,True,8259.0,1656437,0,763694,356226,3645483,29454084,3497655,2075142.1279137582,4516548,2686985,1510009,3214604,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 135 m2 Semarang,Baru,731341705.0,2020815928.73811,True,3926.0,230743,0,1319924,1036185,5973321,18461058,0,1310987.1482387893,0,0,0,0,0,1599639,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,28861514.27239976,54895475.82439929,True,9133.0,1426899,0,830015,446927,0,23660355,1078968,2323712.4944604277,4391668,0,0,1083164,351249,1155001,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,35807380.40502666,36677351.48158937,True,2366.0,1174944,1419950,1049079,1074289,5573265,28152943,1038761,1522658.9532886606,447228,0,0,4703056,1643166,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,35807380.40502666,90114723.15523721,True,7482.0,219911,8738721,964825,999454,0,32125538,0,2060984.6194285525,8574229,1937500,0,0,0,4295334,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,140652583.69244775,374604135.926352,True,4546.0,328134,4752254,1002191,439577,0,18542130,0,1541670.1211114083,0,0,4702928,3725113,3169332,1773660,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,865717.5147876693,746369.0892046487,False,7026.0,884956,7034694,819190,719506,0,13234104,4592082,1108361.2163096685,0,711320,1053636,4827884,3881567,3351478,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2206 m2 pinggiran kota Medan Utara,,14093002322.0,10580433647.68965,True,7760.0,850752,2325054,1180093,485719,9234533,7445352,0,639854.9809403226,0,0,1104013,0,4357726,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,23981003.2180703,52926722.39569893,True,1242.0,1772571,4297832,1180609,988746,6867460,25926431,2811041,1617593.5907533623,1780536,0,0,2844292,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,100339231.79459608,286478334.9176346,True,8358.0,439726,3638469,880252,1187868,0,21041669,0,2016746.911859917,17720105,0,0,3508333,0,2560155,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,17997741.099886306,32331821.161970966,True,2680.0,1677220,0,1132360,1377207,5859231,28741218,0,1751176.292416828,0,3790922,0,0,0,1890438,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 114 m2 Surabaya Utara,Baru,987277466.0,1750679168.4884968,True,2050.0,313697,8156009,1426724,837998,2651745,27497562,0,2457780.598680466,10747157,1658132,1954107,0,4656947,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,10981499.521947887,22703908.607409373,True,7811.0,209577,5972882,1130773,847628,0,6224499,3002440,560047.589836614,0,0,3315120,0,2362583,3039544,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,17448528.291379146,46339404.859086245,True,4790.0,1049176,4901944,1083997,850026,4021191,28444014,2771082,1811612.250455692,0,4089759,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,12639457.527920762,34955178.86893977,True,,1609714,0,1268776,543486,0,14597492,0,1099647.3698219752,0,0,0,0,1214000,168583,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,27181358.065936647,55744799.709658414,True,5070.0,1476592,0,1241150,1156708,0,28545056,0,2498892.4410274406,4993508,0,3148970,2990436,0,3410770,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 5 gram,,27181358.065936647,66927232.54840712,True,9505.0,1010362,599158,1458890,396759,3399479,34791340,0,3322131.1264177533,0,0,694973,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,218574294.56166214,403055450.0930165,True,9497.0,454823,0,1297158,1468680,0,30998175,4031857,1911045.232522139,7151845,1825230,0,0,2491757,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,7774525.243332947,12096465.951645788,True,6384.0,1607316,1599264,1371493,660621,0,24948947,0,2426249.00678975,0,0,4659957,0,0,1138237,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1698 m2 pinggiran kota Medan Utara,,12301057422.0,34092343993.160954,True,4090.0,1893784,0,1112864,1095026,0,10437097,3817767,734770.410355785,12537528,0,0,4524743,0,3586141,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 54 m2 Surabaya Timur,Baru,946788404.0,1309598005.3495502,True,6998.0,945381,5329178,1169066,524322,0,32279244,0,3029253.8911283487,0,0,0,1217914,0,209425,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 147 m2 Medan Utara,Baru,887065159.0,936023360.4389284,True,2753.0,358387,0,1265928,723551,0,14930827,3454732,780693.8979880996,0,912804,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,887065159.0,1539805113.46034,True,7493.0,943691,0,1298573,1151275,0,16904384,0,860559.5990246079,0,0,4772493,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,34634326.48663667,41048124.037252694,True,2714.0,1653249,5681646,925786,841880,8663163,30412346,0,2419037.89825533,0,2409043,3477281,4437992,1108522,665987,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,36511056.18436345,52491506.43802699,True,9743.0,540849,0,1284599,469041,6972645,24010654,0,2042635.5637663626,4944757,0,905839,1644680,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,34564254.06784311,102462162.99805959,True,8679.0,1025847,4975972,764752,405737,2040672,33980855,2335622,1776014.017589541,0,114655,0,1275146,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 265 m2 Depok Barat,Baru,508442331.0,753957149.0826948,True,4544.0,1883595,0,1152693,728463,4444281,30943925,2579114,2533149.3950467813,8515143,0,0,2076459,0,3423283,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1887346119.956006,4443057347.686838,True,6898.0,492832,3397996,773869,828325,0,30695802,0,2732902.7366598905,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Baru,520755960.5147624,1432033599.812101,False,3493.0,666003,2854754,1140203,559564,7309424,11284158,4068298,690995.3117408156,9014226,2909077,2708453,0,1954111,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,14937585.089508705,12626728.497107573,True,5032.0,319576,0,891662,529513,0,22781580,0,1915636.2375963123,0,1765509,2104820,0,553777,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin mutiara dan berlian,,878449.6092963439,1527855.2386502298,True,2001.0,1197246,0,1100899,1171947,7095305,26821220,4809508,2035991.9472021048,13337807,0,0,0,2126793,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,5020416.301999085,12192739.388805967,True,,1443293,0,1112068,463189,0,19717866,0,1443735.2900560198,8079667,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16440515.422330208,45785489.71948379,True,9988.0,1441423,2372316,1233296,1014768,0,17115309,0,1546656.4442528295,11355497,3569876,4501765,4624469,0,1467443,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,10463080.993495237,13185432.391271297,True,6841.0,1785412,0,961126,631909,0,31788606,0,1802487.3966799614,5951402,0,4224883,1274213,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19449221.85454462,46007895.13164395,False,4176.0,704499,1149816,1470747,443900,0,23287254,0,2103790.706583528,9372930,0,3082218,0,3526112,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,39142992.959116794,49106941.04433225,True,,1326686,0,1101076,1203208,7863382,7767709,1754061,628470.5836031939,0,1277889,303635,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,15082286.708607823,34289261.121696614,True,4269.0,960072,0,1493928,1049273,0,22227628,0,1921352.385856512,0,1734495,836652,0,0,3961180,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,38653938.1735317,64950419.469460405,True,,922103,0,1325126,1127118,9631896,33889537,4733196,2731384.6032489683,0,4078461,3298373,0,0,4819107,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1652 m2 perkotaan Yogyakarta,,10346135688.0,29981319978.690735,True,4741.0,539766,9151864,1021911,812177,8734776,9436284,0,792838.8018688435,12138686,121624,4174616,0,4685993,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1000 gram,,10346135688.0,10444516107.054451,True,7381.0,1246173,0,753305,818703,0,32943669,2339078,2100624.942984312,0,0,1503066,4001737,1049467,1543423,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,34756195.72983856,40294406.14993883,True,8694.0,1750225,948628,966423,1205933,0,27076585,0,1949700.5697869537,0,0,983480,0,0,652718,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,10585180.326466724,21260164.51228069,True,,1841642,9524034,1289204,1073561,9300122,23959951,1915879,2161057.790224912,0,0,0,0,0,2708296,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,6052484.680991247,12666843.766155003,True,9088.0,1803315,3424296,830893,1475666,7632624,7293193,4149579,708667.809452673,4539954,0,0,371992,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,23403385.062243473,27646460.80869631,True,9569.0,484246,5592247,1279367,1117436,0,33364773,0,2763131.403725441,0,0,0,0,0,1183800,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,10237326.746428814,10386005.568990134,True,2511.0,1766619,6688188,1059562,1426466,0,8609477,0,829526.3427208626,17707794,0,0,388848,0,3547788,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,43432305.55966134,True,1187.0,1865080,4738155,784992,987003,0,10703999,0,1004307.4804352968,0,0,0,0,2255332,1307859,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,4504 m2 pedesaan Bantul,,17974540680.0,13116337836.482712,True,8430.0,1504722,0,1008004,712604,0,15985288,3453594,1174757.0806500085,0,3220685,3201613,2155462,2232148,3762244,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11161025.651846042,20438655.617283046,True,5837.0,1659169,9014863,1137737,383749,7493047,11828171,4999154,600225.7317840132,7541420,0,0,0,2972097,2467609,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,24127313.578836948,15060034.797338827,True,8086.0,1374659,3836098,1035277,542249,0,6779955,3009196,389314.03133937385,728173,4409121,0,0,4690649,2970458,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 198 m2 Surabaya Timur,Bekas,1589799526.0,3495418240.440236,True,6133.0,1064601,8544011,1184183,906753,0,10460775,3166474,556039.4206104238,15732100,3637102,3823930,0,0,2613706,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,26917201.030621067,39442876.64001711,True,4259.0,695561,5363713,1335888,1115133,0,5320332,0,299875.9336218716,5700221,1379983,186650,925963,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,660376.1673517755,1162201.1890917043,True,1391.0,1517902,0,1089974,1450298,0,22495188,1854336,2212444.0860957284,7766883,4976267,2567492,1337465,3343854,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5449016.851139867,7534929.119571928,True,2207.0,424190,3214035,788083,508557,4819745,31718172,3434424,2580210.923428611,0,0,0,2723316,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,16438030.530699823,22614858.467271652,True,1194.0,833689,6079823,1002941,465233,5765331,24606853,0,2010536.8626011224,10247596,2632672,2441331,879785,0,2024638,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 172 m2 Bekasi,Baru,1552778252.0,3435940685.6483927,True,1082.0,1358264,0,1420205,1276557,9994521,14554638,0,1147693.189325516,13758221,539296,0,452362,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 105 m2 Surabaya Barat,Baru,1815208896.0,4794178740.3100815,True,4472.0,744572,0,1470573,370406,4066894,22786480,3839217,1622409.9530377127,0,0,2646209,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,23844890.21402728,16615457.317775095,True,5401.0,671945,0,1217421,725488,7076562,12938908,4916089,984202.9787685423,13710084,4179053,2383653,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3582 m2 pinggiran kota Surabaya Barat,,36496912032.0,89050162614.24164,True,8474.0,523503,1784933,1168300,1325820,0,18870224,0,950871.6631802246,19643566,0,0,0,0,2732756,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,12392667.888910672,8943363.381551549,True,7036.0,357159,5006922,1186133,932330,0,34400579,4585756,2295238.021141319,0,4835792,4771527,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,12392667.888910672,23538491.351583507,True,3819.0,1916001,0,1248059,1499717,6048892,8393345,0,756633.5903624586,0,0,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,24035340.306882944,14648250.630561817,True,4478.0,675264,0,997077,894904,2562318,10259069,0,561523.059763772,0,0,0,1586288,3652744,2687546,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3599 m2 pedesaan Depok Barat,,21165841366.0,37434774240.074005,True,8279.0,1964885,5710899,1259112,600543,0,23986404,2352961,2134389.0636533075,2861535,4186368,0,0,2042456,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,12173661.67343697,33414184.022244856,True,6935.0,921639,0,1355396,1094659,0,33986389,3365349,3271879.681643309,16425303,918043,0,0,0,1861212,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4299 m2 perkotaan Yogyakarta,,21751723383.0,65060900942.72444,True,7618.0,1473272,0,1365206,687312,0,23617828,2486866,2300022.580881094,19163580,3168662,2519677,1152234,3342081,2004969,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,31749837.69221237,36433644.02901845,False,1315.0,1384031,0,979656,502930,0,7700866,0,694160.0404786511,4425644,615633,481660,4763079,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,"Kalung liontin berlian 0,5 karat dengan emas kuning 22 karat",,13428832.137176614,14763919.348783901,True,2460.0,1185667,8461486,1062955,932198,0,6022388,0,323018.87614903104,14054229,0,0,343141,0,3719431,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 104 m2 Depok Barat,Baru,628521132.0,410040550.8652442,True,1629.0,242710,4288507,1351701,837949,0,27065634,0,1510440.8780378725,0,0,4366781,0,3437950,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,11776465.082369855,29549645.201032594,True,9565.0,840942,0,1247632,415393,5497408,21332066,4387193,1499187.636095993,8063557,0,3429655,0,2123046,1799013,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,23284472.02528423,48863133.04473098,True,,1878590,0,1347214,449949,0,11836751,4341525,1134007.4824994016,0,3105392,0,0,0,3473037,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3473 m2 pinggiran kota Medan Barat,,26693787097.0,63231054284.58842,True,1596.0,1317327,0,1400304,1422142,0,13286825,0,800309.5315151663,0,0,3004215,859712,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1465923010.6721096,3960350536.350233,True,6123.0,789132,4323692,911103,468812,0,22475360,0,1689960.4004255163,12989597,419629,476111,3021679,4702801,3558286,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,513937.33958136576,1361453.1358007612,True,7099.0,1562235,2034988,1050086,420800,8866159,10334260,4235443,877029.5107340489,0,0,81434,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7015581.580917973,20733455.835435882,True,3062.0,1234752,5737946,1058489,606736,0,12218656,0,751104.2344535941,5359334,0,0,0,1431427,773874,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7338890.942798246,14057725.166946836,True,1181.0,1009308,1960978,828399,586634,8863339,8641325,0,716729.2289252842,19561528,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,7183526.027754572,7734236.427129699,True,1612.0,1773493,9626507,897598,919850,9564008,14208446,0,741370.3684814938,0,0,0,113123,533499,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,15176251.99122998,28164721.642581806,True,4867.0,1268419,0,1029173,1477714,0,5604367,0,375302.7856387514,0,399481,2282662,3350850,0,3234391,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,19077974.366804186,15074908.71035984,True,4085.0,1632919,8136917,1378127,1127285,9167353,34129341,0,2702149.054589126,3437821,0,3082132,2814925,3476602,1551310,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,35731705.97720478,86208084.5614111,True,5313.0,1431885,8887213,1418394,633849,0,29365838,0,2859538.357359337,4849525,0,0,2646071,4948165,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,4637590.061781183,4126843.1449616496,False,3441.0,922400,0,1302869,608293,0,20620856,1749324,1253970.3233946136,6339072,0,933259,0,0,1686529,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,87161901.12332326,True,8445.0,1636712,0,1316054,1149042,0,12206758,3827480,724478.8551063464,0,3538792,0,3598736,4240704,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,13478193.741618806,29922536.02976607,True,4902.0,538290,9381410,1012230,1299749,5191545,30059145,0,2214396.3583410894,0,3288459,0,0,0,1920087,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,13464693.548137773,17540469.518972903,True,,420718,7833655,862505,736587,0,23686257,2769779,1848118.940967002,13287926,0,4525564,1654939,0,1517467,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 119 m2 Palembang,Baru,563290302.0,1210954707.010063,True,5300.0,1370834,0,1210097,1346347,9862709,9650923,0,584716.0488625844,0,3140963,0,0,2870423,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1485 m2 pinggiran kota Surabaya Selatan,,13659567570.0,14452330590.198864,True,9176.0,1664985,0,883826,1240662,7757371,16270456,0,1133914.152575989,15555765,0,3046689,3978442,0,3715985,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22143911.0401994,16797337.419185586,False,6627.0,475607,0,1177483,1378197,0,12712181,2715647,1218396.868712041,0,0,0,0,2753720,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,8464122.798487099,12059508.802668888,True,4319.0,1592509,0,1047322,1326584,0,29621032,0,1617690.1425979764,14167611,2055586,1120937,0,521862,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,12172318.269035771,19059670.132988017,True,6417.0,598549,0,923096,1232641,0,14622310,0,1107092.1308456236,2614825,1688535,4884548,3729877,0,1031344,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6723751.396602368,12750832.489144051,False,3268.0,1898580,7577348,1484119,420705,0,14611733,0,1323309.7376961398,0,0,0,1260832,4212932,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16080468.93906839,39003434.90388952,True,9414.0,213779,4874391,1144114,1068492,9414822,28931282,3859797,1659905.7304504786,16087876,0,0,28812,1429106,385772,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,10931381.59284404,30838669.932107598,False,,969375,4722523,1184627,1210027,0,29429523,4296617,2712292.9857381643,0,0,0,2142530,1968131,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12630515.668854367,8902437.857034683,True,3139.0,1946456,9599354,1093269,1070109,3493101,20081280,0,1676356.4063305338,17450277,4108243,3009115,0,176614,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10255392.667832267,6556085.77840868,True,7080.0,1734748,6064181,794760,1217743,4334276,29011964,3780431,2795218.744353241,16740466,0,0,2054575,2762531,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
