nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-02 21:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-03 05:30:00",1940,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-03 05:30:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-03 05:30:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-03 05:30:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-02 18:00:05",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-02 23:00:00",-50,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-03 05:30:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-03 05:30:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-03 05:30:00",6860,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-03 05:30:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-03 05:30:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-03 05:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-03 05:30:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-03 05:30:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-03 05:30:00",-1040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-03 05:30:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-03 05:01:43",3100,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-03 05:30:00",1240,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-02 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-03 05:20:00",0,"Status : Normal"
