,lat,lon,depth,mag,remark,klasifikasi
29876,-7.92,122.47,256,4.2,11,gempa ringan
29877,-0.11,125.13,17,3.6,37,gempa minor
29878,-4.31,129.78,111,4.0,4,gempa ringan
29879,0.1,125.22,12,4.1,26,gempa ringan
29880,-0.68,131.32,16,2.9,14,gempa micro
29881,-0.18,125.05,10,4.3,37,gempa ringan
29882,-4.07,119.79,10,2.9,40,gempa micro
29883,-7.05,125.42,503,5.4,4,gempa sedang
29884,-7.05,125.42,503,5.4,4,gempa sedang
29885,-0.22,123.17,77,2.6,18,gempa micro
29886,0.18,126.09,12,3.2,26,gempa minor
29887,3.23,98.52,10,3.8,27,gempa minor
29888,-1.21,121.91,21,2.8,40,gempa micro
29889,-1.21,121.87,12,4.3,40,gempa ringan
29890,0.01,121.83,140,2.1,18,gempa micro
29891,-3.27,135.73,25,3.8,14,gempa minor
29892,-7.46,128.66,205,4.1,4,gempa ringan
29893,-2.41,102.83,16,3.7,38,gempa minor
29894,-0.98,126.93,26,3.2,37,gempa minor
29895,0.69,121.32,21,2.4,18,gempa micro
29896,-6.76,129.86,194,4.6,4,gempa ringan
29897,2.18,97.92,39,3.3,27,gempa minor
29898,-0.2,122.59,23,2.3,18,gempa micro
29899,-6.22,122.44,19,4.0,11,gempa ringan
29900,-9.06,117.47,19,2.7,43,gempa micro
29901,-0.18,122.93,24,3.2,18,gempa minor
29902,0.14,126.13,10,4.1,26,gempa ringan
29903,-6.14,105.32,10,3.0,44,gempa minor
29904,-0.67,131.39,10,4.6,14,gempa ringan
29905,-0.67,131.39,10,4.6,14,gempa ringan
29906,-2.47,128.88,15,3.1,8,gempa minor
29907,-6.34,122.39,17,5.0,11,gempa sedang
29908,-9.19,124.22,73,4.1,47,gempa ringan
29909,-3.54,140.21,10,3.2,13,gempa minor
29910,-8.43,109.23,38,3.2,15,gempa minor
29911,-1.3,134.07,12,3.4,14,gempa minor
29912,1.88,99.14,10,2.8,27,gempa micro
29913,-0.79,121.39,10,3.7,18,gempa minor
29914,-7.44,108.98,216,3.3,15,gempa minor
29915,-9.07,117.53,92,2.9,43,gempa micro
29916,0.74,122.18,75,2.1,18,gempa micro
29917,0.5,123.5,10,3.0,18,gempa minor
29918,0.41,97.07,49,4.5,27,gempa ringan
29919,-6.03,103.95,171,2.8,39,gempa micro
29920,-0.76,131.3,10,3.9,14,semoga bisa
29921,-6.19,130.15,193,4.6,4,gempa ringan
29922,-6.19,130.15,193,4.6,4,gempa ringan
29923,-8.78,117.58,10,3.9,43,semoga bisa
29924,-6.6,115.65,557,5.0,3,gempa sedang
29925,-6.6,115.65,557,5.0,3,gempa sedang
29926,-8.9,117.56,10,4.0,43,gempa ringan
29927,3.28,98.47,10,2.2,27,gempa micro
29928,3.34,98.51,20,2.3,27,gempa micro
29929,1.44,123.1,10,3.1,18,gempa minor
29930,-5.95,102.35,40,5.1,38,gempa sedang
29931,-5.95,102.35,40,5.1,38,gempa sedang
29932,-7.45,106.14,13,4.1,15,gempa ringan
29933,-2.77,102.29,157,4.1,38,gempa ringan
29934,-8.5,121.74,171,5.0,10,gempa sedang
29935,-8.38,119.7,177,5.0,10,gempa sedang
29936,-0.74,131.32,17,3.7,14,gempa minor
29937,-0.78,131.22,10,4.3,14,gempa ringan
29938,-0.78,131.22,10,4.3,14,gempa ringan
29939,-9.23,118.73,89,4.1,43,gempa ringan
29940,5.66,124.69,16,4.9,19,semoga bisa
29941,0.17,122.22,142,2.6,18,gempa micro
29942,-9.36,115.48,14,3.1,34,gempa minor
29943,-1.52,100.63,10,3.2,38,gempa minor
29944,-0.72,131.43,10,3.4,14,gempa minor
29945,-8.9,106.15,15,4.5,35,gempa ringan
29946,-6.64,128.21,330,4.6,4,gempa ringan
29947,-2.39,140.14,24,4.9,21,semoga bisa
29948,-2.39,140.14,24,4.9,21,semoga bisa
29949,0.88,97.36,24,4.3,27,gempa ringan
29950,1.38,121.98,10,2.8,18,gempa micro
29951,-4.15,129.22,10,3.6,4,gempa minor
29952,2.03,126.82,10,3.9,26,semoga bisa
29953,-1.15,126.84,10,4.0,37,gempa ringan
29954,-2.65,128.58,10,2.7,8,gempa micro
29955,-0.53,123.36,12,4.1,18,gempa ringan
29956,-1.16,126.79,10,2.9,37,gempa micro
29957,-1.19,126.83,10,3.9,37,semoga bisa
29958,0.24,121.93,185,4.3,18,gempa ringan
29959,-0.02,123.66,68,4.3,18,gempa ringan
29960,-6.05,130.78,143,4.7,4,gempa ringan
29961,1.82,127.46,166,3.8,12,gempa minor
29962,-9.28,112.07,20,4.1,35,gempa ringan
29963,-7.43,106.49,33,3.1,15,gempa minor
29964,2.51,126.9,10,3.8,26,gempa minor
29965,0.88,123.84,238,4.8,18,gempa ringan
29966,1.18,121.74,12,3.1,18,gempa minor
29967,-1.08,126.87,32,3.7,37,gempa minor
29968,-7.9,120.04,45,3.8,11,gempa minor
29969,-0.66,131.15,10,3.8,14,gempa minor
29970,-2.45,128.83,18,4.2,8,gempa ringan
29971,-8.57,113.06,145,4.6,15,gempa ringan
29972,-8.57,113.06,145,4.6,15,gempa ringan
29973,-3.01,127.8,14,3.4,31,gempa minor
29974,-6.9,129.8,186,4.2,4,gempa ringan
29975,-2.48,128.78,19,3.4,8,gempa minor
29976,-4.12,127.2,283,3.7,4,gempa minor
29977,-1.69,120.07,26,4.1,40,gempa ringan
29978,-9.74,107.09,11,4.9,35,semoga bisa
29979,3.29,98.48,10,3.2,27,gempa minor
29980,-9.1,110.25,10,4.5,35,gempa ringan
29981,-8.42,109.02,19,3.4,15,gempa minor
29982,0.64,122.23,73,2.0,18,gempa micro
29983,0.18,121.34,152,2.7,18,gempa micro
29984,-2.86,128.14,13,3.8,8,gempa minor
29985,-2.53,127.48,54,3.5,8,gempa minor
29986,1.34,120.69,30,3.0,18,gempa minor
29987,0.36,123.9,195,4.1,18,gempa ringan
29988,-0.08,126.13,56,4.1,37,gempa ringan
29989,-3.19,128.88,39,1.8,31,gempa micro
29990,-0.63,100.35,26,2.4,38,gempa micro
29991,-4.49,139.07,123,4.6,13,gempa ringan
29992,-4.49,139.07,123,4.6,13,gempa ringan
29993,-2.63,139.29,16,5.2,21,gempa sedang
29994,-2.63,139.29,16,5.2,21,gempa sedang
29995,-7.62,106.9,70,5.0,15,gempa sedang
29996,-7.62,106.9,70,5.0,15,gempa sedang
29997,-7.46,129.35,112,4.9,4,semoga bisa
29998,-7.48,121.26,563,4.4,11,gempa ringan
29999,-2.19,139.73,83,4.3,21,gempa ringan
30000,1.24,126.95,83,3.6,26,gempa minor
30001,3.24,98.49,10,3.0,27,gempa minor
30002,3.29,98.49,10,3.1,27,gempa minor
30003,3.34,98.56,10,4.2,27,gempa ringan
30004,3.34,98.56,10,4.2,27,gempa ringan
30005,3.28,98.5,10,4.6,27,gempa ringan
30006,3.28,98.5,10,4.6,27,gempa ringan
30007,3.2,98.52,10,2.9,27,gempa micro
30008,3.27,98.48,10,3.2,27,gempa minor
30009,3.31,98.5,10,4.6,27,gempa ringan
30010,3.31,98.5,10,4.6,27,gempa ringan
30011,3.3,98.6,10,3.7,27,gempa minor
30012,-0.98,131.14,10,2.5,14,gempa micro
30013,3.25,98.46,10,2.5,27,gempa micro
30014,-8.65,118.44,99,4.6,43,gempa ringan
30015,3.32,98.62,10,3.4,27,gempa minor
30016,3.28,98.47,10,2.8,27,gempa micro
30017,-3.15,139.42,10,4.5,13,gempa ringan
30018,0.83,122.63,28,2.6,18,gempa micro
30019,-2.38,140.82,41,5.2,21,gempa sedang
30020,-2.38,140.82,41,5.2,21,gempa sedang
30021,1.63,127.36,129,4.9,12,semoga bisa
30022,3.21,98.44,10,3.0,27,gempa minor
30023,3.31,98.55,10,3.6,27,gempa minor
30024,-3.09,128.24,41,2.6,31,gempa micro
30025,-1.54,99.31,28,3.4,38,gempa minor
30026,-0.19,123.01,74,5.2,18,gempa sedang
30027,-0.19,123.01,74,5.2,18,gempa sedang
30028,3.3,98.56,10,3.8,27,gempa minor
30029,3.3,98.56,10,3.8,27,gempa minor
30030,3.29,98.48,10,2.8,27,gempa micro
30031,-8.26,123.91,175,4.1,10,gempa ringan
30032,-9.95,111.61,10,3.6,35,gempa minor
30033,-8.61,110.67,50,3.5,15,gempa minor
30034,0.07,122.48,124,2.6,18,gempa micro
30035,5.23,96.08,10,3.6,27,gempa minor
30036,-7.8,118.23,10,3.5,11,gempa minor
30037,-2.05,100.59,22,3.0,38,gempa minor
30038,1.42,128.28,55,3.5,12,gempa minor
30039,-7.62,105.95,10,3.6,15,gempa minor
30040,1.23,121.18,39,3.1,18,gempa minor
30041,-0.21,122.84,51,2.7,18,gempa micro
30042,0.7,98.01,10,3.2,27,gempa minor
30043,3.22,98.53,10,3.5,27,gempa minor
30044,-9.61,118.16,10,3.0,43,gempa minor
30045,-9.12,113.48,10,2.8,35,gempa micro
30046,-2.31,138.58,17,4.8,13,gempa ringan
30047,-2.31,138.58,17,4.8,13,gempa ringan
30048,3.32,98.53,10,4.5,27,gempa ringan
30049,3.32,98.53,10,4.5,27,gempa ringan
30050,1.13,121.73,18,3.2,18,gempa minor
30051,-7.54,128.59,26,4.9,4,semoga bisa
30052,-2.41,127.59,31,4.6,8,gempa ringan
30053,3.31,124.61,233,3.8,7,gempa minor
30054,2.58,95.78,15,4.4,28,gempa ringan
30055,-2.2,139.15,38,5.2,21,gempa sedang
30056,-2.2,139.15,38,5.2,21,gempa sedang
30057,-9.25,124.17,45,3.9,47,semoga bisa
30058,-9.39,112.09,40,4.8,35,gempa ringan
30059,0.04,124.53,22,4.5,18,gempa ringan
30060,-9.02,110.52,34,4.0,35,gempa ringan
30061,-9.59,115.64,75,4.9,34,semoga bisa
30062,-9.59,115.64,75,4.9,34,semoga bisa
30063,-5.0,102.95,23,4.6,38,gempa ringan
30064,-6.66,104.31,10,4.5,44,gempa ringan
30065,3.25,98.42,15,2.9,27,gempa micro
30066,3.26,98.37,10,2.8,27,gempa micro
30067,3.35,98.42,10,3.1,27,gempa minor
30068,3.35,98.43,13,2.7,27,gempa micro
30069,3.31,98.47,10,3.8,27,gempa minor
30070,3.35,98.47,10,3.8,27,gempa minor
30071,-2.17,139.08,56,4.6,21,gempa ringan
30072,3.37,98.46,10,5.2,27,gempa sedang
30073,3.37,98.46,10,5.2,27,gempa sedang
30074,-2.57,138.99,48,4.6,13,gempa ringan
30075,3.28,98.44,10,2.3,27,gempa micro
30076,3.28,98.46,10,2.3,27,gempa micro
30077,3.29,98.46,10,3.1,27,gempa minor
30078,3.35,98.54,10,4.2,27,gempa ringan
30079,3.35,98.54,10,4.2,27,gempa ringan
30080,3.38,98.5,10,4.8,27,gempa ringan
30081,3.38,98.5,10,4.8,27,gempa ringan
30082,3.29,98.43,10,2.9,27,gempa micro
30083,-7.93,108.24,71,5.2,15,gempa sedang
30084,-7.93,108.24,71,5.2,15,gempa sedang
30085,-8.47,120.57,165,3.8,10,gempa minor
30086,3.31,98.5,10,4.2,27,gempa ringan
30087,3.31,98.5,10,4.2,27,gempa ringan
30088,-4.1,137.57,149,5.1,13,gempa sedang
30089,-4.1,137.57,149,5.1,13,gempa sedang
30090,2.67,125.6,10,4.2,45,gempa ringan
30091,-8.3,117.65,214,5.1,43,gempa sedang
30092,-8.3,117.65,214,5.1,43,gempa sedang
30093,3.3,98.51,10,2.3,27,gempa micro
30094,3.16,98.52,10,2.7,27,gempa micro
30095,3.26,98.48,10,2.9,27,gempa micro
30096,5.42,96.37,10,3.4,27,gempa minor
30097,-6.96,106.83,10,3.8,15,gempa minor
30098,-2.46,129.01,18,2.9,31,gempa micro
30099,4.1,126.93,39,4.7,45,gempa ringan
30100,-2.7,128.84,10,3.3,8,gempa minor
30101,-10.8,113.32,39,3.5,35,gempa minor
30102,-2.92,129.74,17,3.8,31,gempa minor
30103,-2.91,129.76,35,4.7,31,gempa ringan
30104,3.32,98.47,10,1.8,27,gempa micro
30105,3.27,98.48,10,2.3,27,gempa micro
30106,-8.84,113.77,23,2.5,15,gempa micro
30107,0.31,96.9,16,3.1,28,gempa minor
30108,-0.39,124.14,15,3.0,37,gempa minor
30109,-0.77,131.21,10,3.6,14,gempa minor
30110,-4.34,94.86,10,5.1,39,gempa sedang
30111,3.25,98.52,10,2.6,27,gempa micro
30112,3.28,98.41,10,3.0,27,gempa minor
30113,-8.89,120.4,128,4.4,10,gempa ringan
30114,3.62,125.34,18,3.9,45,semoga bisa
30115,3.06,98.71,10,2.6,27,gempa micro
30116,3.34,98.51,10,3.9,27,semoga bisa
30117,3.34,98.51,10,3.9,27,semoga bisa
30118,3.3,98.51,10,3.5,27,gempa minor
30119,-4.26,126.52,312,4.2,4,gempa ringan
30120,1.97,94.75,10,3.9,28,semoga bisa
30121,3.28,98.3,10,2.1,27,gempa micro
30122,-8.56,116.27,118,3.6,43,gempa minor
30123,-2.88,129.1,11,3.7,31,gempa minor
30124,3.3,98.49,10,2.8,27,gempa micro
30125,-6.75,105.99,76,3.9,44,semoga bisa
30126,-2.98,129.14,13,3.9,31,semoga bisa
30127,3.27,98.41,10,2.3,27,gempa micro
30128,3.39,98.48,10,4.1,27,gempa ringan
30129,3.39,98.48,10,4.1,27,gempa ringan
30130,3.3,98.46,10,3.3,27,gempa minor
30131,3.29,98.49,10,3.6,27,gempa minor
30132,2.19,124.92,201,4.7,7,gempa ringan
30133,2.91,126.63,10,4.2,26,gempa ringan
30134,5.24,96.11,29,5.0,27,gempa sedang
30135,5.24,96.11,29,5.0,27,gempa sedang
30136,5.19,96.16,27,5.4,27,gempa sedang
30137,5.19,96.16,27,5.4,27,gempa sedang
30138,-7.72,107.28,61,5.2,15,gempa sedang
30139,-7.72,107.28,61,5.2,15,gempa sedang
30140,0.49,99.74,140,4.4,27,gempa ringan
30141,3.82,126.84,60,5.1,45,gempa sedang
30142,3.26,98.46,10,2.6,27,gempa micro
30143,3.28,98.47,10,3.4,27,gempa minor
30144,1.12,121.84,10,3.1,18,gempa minor
30145,3.33,98.45,10,2.1,27,gempa micro
30146,3.24,98.48,10,2.5,27,gempa micro
30147,-8.56,114.57,86,3.3,2,gempa minor
30148,3.29,98.49,10,2.5,27,gempa micro
30149,-7.37,129.21,174,4.5,4,gempa ringan
30150,3.28,98.45,10,2.9,27,gempa micro
30151,-7.48,128.49,151,4.7,4,gempa ringan
30152,-4.21,134.15,39,4.8,14,gempa ringan
30153,-9.47,117.0,66,2.8,43,gempa micro
30154,1.91,127.06,64,4.4,12,gempa ringan
30155,-2.44,122.3,31,4.2,40,gempa ringan
30156,-2.83,126.82,10,3.1,8,gempa minor
30157,-6.54,103.94,28,4.6,39,gempa ringan
30158,-9.4,117.76,10,3.3,43,gempa minor
30159,0.18,123.4,233,3.4,18,gempa minor
30160,-1.44,102.04,231,4.0,38,gempa ringan
30161,2.23,126.17,32,4.1,26,gempa ringan
30162,3.28,98.48,10,2.4,27,gempa micro
30163,3.97,126.95,48,4.7,45,gempa ringan
30164,-8.13,118.55,10,4.6,43,gempa ringan
30165,-8.13,118.55,10,4.6,43,gempa ringan
30166,-7.94,123.98,171,4.2,4,gempa ringan
30167,-1.35,97.46,26,4.6,39,gempa ringan
30168,-2.35,127.8,10,2.6,8,gempa micro
30169,-2.84,127.33,20,2.3,8,gempa micro
30170,-8.69,109.94,21,3.1,15,gempa minor
30171,1.85,121.41,10,2.5,18,gempa micro
30172,-2.75,127.89,12,2.7,8,gempa micro
30173,-2.44,140.06,17,4.8,21,gempa ringan
30174,-2.44,140.06,17,4.8,21,gempa ringan
30175,-2.81,127.89,17,3.2,8,gempa minor
30176,-9.22,117.24,92,2.3,43,gempa micro
30177,-3.93,128.58,10,3.0,31,gempa minor
30178,0.04,125.51,20,3.5,26,gempa minor
30179,-4.34,102.23,26,3.8,38,gempa minor
30180,-2.8,128.01,12,3.2,8,gempa minor
30181,-0.06,97.49,11,3.5,39,gempa minor
30182,-6.15,127.74,462,4.1,4,gempa ringan
30183,4.48,96.37,13,4.9,27,semoga bisa
30184,4.48,96.37,13,4.9,27,semoga bisa
30185,-9.09,112.99,17,3.6,35,gempa minor
30186,-10.17,112.95,12,3.9,35,semoga bisa
30187,-0.62,121.86,10,2.8,18,gempa micro
30188,4.11,126.86,31,4.0,45,gempa ringan
30189,-10.12,118.99,11,4.0,36,gempa ringan
30190,-7.98,117.59,10,2.2,3,gempa micro
30191,-8.98,123.81,104,3.6,10,gempa minor
30192,-7.83,107.29,31,3.2,15,gempa minor
30193,0.4,123.7,153,3.0,18,gempa minor
30194,-7.15,125.9,515,4.3,4,gempa ringan
30195,-0.04,122.22,152,2.3,18,gempa micro
30196,-6.37,103.72,26,3.1,39,gempa minor
30197,1.75,99.27,10,2.5,27,gempa micro
30198,-3.61,129.13,86,3.7,31,gempa minor
30199,-0.25,122.93,16,3.1,18,gempa minor
30200,-9.93,124.28,10,2.7,47,gempa micro
30201,-10.51,115.96,57,4.1,34,gempa ringan
30202,-8.1,107.34,15,2.9,15,gempa micro
30203,1.32,126.96,104,3.5,26,gempa minor
30204,0.14,120.87,10,2.0,18,gempa micro
30205,-10.56,115.97,44,4.6,34,gempa ringan
30206,-8.41,120.03,186,4.2,10,gempa ringan
30207,-8.13,107.9,61,4.7,15,gempa ringan
30208,-8.13,107.9,61,4.7,15,gempa ringan
30209,5.71,123.97,508,4.5,19,gempa ringan
30210,-6.57,104.57,61,5.0,44,gempa sedang
30211,-6.57,104.57,61,5.0,44,gempa sedang
30212,-9.44,125.07,10,2.4,47,gempa micro
30213,-9.15,116.62,10,3.5,43,gempa minor
30214,-0.22,123.05,57,3.0,18,gempa minor
30215,-1.58,134.41,17,3.5,14,gempa minor
30216,-9.45,118.66,50,3.5,43,gempa minor
30217,-9.87,124.13,10,3.5,47,gempa minor
30218,0.16,122.54,10,2.2,18,gempa micro
30219,-9.2,116.63,10,4.7,43,gempa ringan
30220,-9.2,116.63,10,4.7,43,gempa ringan
30221,-10.46,122.87,10,3.9,30,semoga bisa
30222,-0.12,121.74,24,3.1,18,gempa minor
30223,-0.21,122.81,17,2.9,18,gempa micro
30224,1.97,126.43,23,3.7,26,gempa minor
30225,-8.19,118.53,10,4.0,43,gempa ringan
30226,-9.64,117.27,10,4.0,43,gempa ringan
30227,-8.42,115.07,10,2.4,2,gempa micro
30228,-7.0,107.09,10,2.8,15,gempa micro
30229,0.69,122.04,73,2.0,18,gempa micro
30230,-8.04,106.63,10,3.6,35,gempa minor
30231,-7.06,125.77,514,4.5,4,gempa ringan
30232,0.47,121.98,175,1.5,18,gempa micro
30233,-10.3,116.1,10,3.8,36,gempa minor
30234,0.53,121.82,117,1.9,18,gempa micro
30235,-5.76,103.83,22,2.9,38,gempa micro
30236,-9.11,116.63,20,2.9,43,gempa micro
30237,-6.36,103.71,10,3.2,39,gempa minor
30238,-7.17,113.14,10,3.7,15,gempa minor
30239,-7.17,113.14,10,3.7,15,gempa minor
30240,2.31,95.22,10,4.8,28,gempa ringan
30241,2.31,95.22,10,4.8,28,gempa ringan
30242,-7.96,109.95,80,3.4,15,gempa minor
30243,1.72,122.24,33,2.9,18,gempa micro
30244,-0.7,131.19,10,2.1,14,gempa micro
30245,-4.14,129.58,10,3.3,4,gempa minor
30246,-9.53,114.37,60,3.7,34,gempa minor
30247,-3.2,131.01,29,3.3,14,gempa minor
30248,-5.16,104.56,105,4.0,38,gempa ringan
30249,3.65,95.18,10,4.0,28,gempa ringan
30250,-6.64,130.23,184,4.4,4,gempa ringan
30251,-0.29,122.96,80,3.0,18,gempa minor
30252,-2.9,128.3,10,2.9,8,gempa micro
30253,-8.4,109.14,19,2.7,15,gempa micro
30254,5.32,126.36,13,4.3,19,gempa ringan
30255,-2.64,129.52,11,4.0,31,gempa ringan
30256,1.81,126.41,10,3.9,26,semoga bisa
30257,-8.84,123.86,133,4.0,10,gempa ringan
30258,-1.07,123.59,10,3.3,40,gempa minor
30259,-7.66,106.52,26,3.6,15,gempa minor
30260,-0.19,123.19,144,3.4,18,gempa minor
30261,3.28,98.5,10,3.8,27,gempa minor
30262,-2.27,102.02,160,4.1,38,gempa ringan
30263,-8.84,125.12,10,3.2,47,gempa minor
30264,-7.8,107.34,28,2.5,15,gempa micro
30265,-2.98,128.87,10,2.7,8,gempa micro
30266,-9.47,116.47,38,3.3,43,gempa minor
30267,-9.44,112.85,10,3.3,35,gempa minor
30268,-2.1,139.11,26,3.8,21,gempa minor
30269,-4.5,119.03,10,2.5,40,gempa micro
30270,-7.76,127.8,128,4.0,4,gempa ringan
30271,-6.8,107.96,10,2.3,15,gempa micro
30272,-10.69,115.22,10,4.3,34,gempa ringan
30273,2.46,132.92,10,4.6,14,gempa ringan
30274,-6.37,130.31,190,4.0,4,gempa ringan
30275,1.27,99.04,101,3.9,27,semoga bisa
30276,0.51,121.22,59,3.7,18,gempa minor
30277,3.29,98.59,10,2.8,27,gempa micro
30278,3.28,98.5,10,2.8,27,gempa micro
30279,3.26,98.43,12,2.8,27,gempa micro
30280,4.72,127.38,73,5.0,45,gempa sedang
30281,4.72,127.38,73,5.0,45,gempa sedang
30282,-4.62,121.98,10,3.3,40,gempa minor
30283,-9.32,117.46,83,2.7,43,gempa micro
30284,2.0,125.68,31,4.1,26,gempa ringan
30285,-7.95,127.99,53,4.4,4,gempa ringan
30286,-0.44,123.23,10,2.6,18,gempa micro
30287,-7.35,128.55,214,4.3,4,gempa ringan
30288,-7.85,107.27,33,3.1,15,gempa minor
30289,-0.16,123.03,100,2.7,18,gempa micro
30290,-0.22,122.85,12,2.3,18,gempa micro
30291,-8.69,117.52,10,4.6,43,gempa ringan
30292,-1.7,99.75,10,4.0,38,gempa ringan
30293,-5.25,103.16,19,2.8,38,gempa micro
30294,-0.55,122.43,18,2.7,18,gempa micro
30295,-0.13,125.06,10,3.4,37,gempa minor
30296,-2.08,126.57,10,3.1,8,gempa minor
30297,-8.61,118.34,119,4.2,43,gempa ringan
30298,-4.26,102.8,102,4.3,38,gempa ringan
30299,1.93,99.04,118,3.4,27,gempa minor
30300,3.32,98.48,10,3.4,27,gempa minor
30301,1.36,121.19,10,3.6,18,gempa minor
30302,5.85,126.53,10,4.4,19,gempa ringan
30303,-7.49,106.68,38,3.3,15,gempa minor
30304,-9.53,119.08,34,4.0,42,gempa ringan
30305,4.61,97.01,173,4.9,27,semoga bisa
30306,4.61,97.01,173,4.9,27,semoga bisa
30307,0.19,130.64,10,3.6,14,gempa minor
30308,-6.13,104.84,10,3.0,44,gempa minor
30309,-1.01,126.87,17,4.9,37,semoga bisa
30310,-0.14,123.58,65,4.3,18,gempa ringan
30311,5.29,96.14,10,4.6,27,gempa ringan
30312,0.27,122.29,163,4.0,18,gempa ringan
30313,-7.43,130.82,80,5.0,46,gempa sedang
30314,-7.43,130.82,80,5.0,46,gempa sedang
30315,-7.78,114.23,11,2.6,3,gempa micro
30316,-9.51,110.58,30,3.4,35,gempa minor
30317,-8.42,108.63,52,3.2,15,gempa minor
30318,-9.34,119.65,40,3.3,42,gempa minor
30319,-4.25,102.0,52,4.9,38,semoga bisa
30320,-4.25,102.0,52,4.9,38,semoga bisa
30321,-8.91,124.12,14,3.0,47,gempa minor
30322,-2.77,127.56,17,2.6,8,gempa micro
30323,-0.03,122.83,10,2.7,18,gempa micro
30324,-8.2,108.74,97,4.2,15,gempa ringan
30325,1.46,122.62,21,4.7,18,gempa ringan
30326,1.46,122.62,21,4.7,18,gempa ringan
30327,2.05,128.43,26,4.5,12,gempa ringan
30328,-7.11,129.95,164,4.6,4,gempa ringan
30329,-0.18,122.77,10,2.4,18,gempa micro
30330,-3.41,101.86,39,3.1,38,gempa minor
30331,-0.08,123.21,122,2.8,18,gempa micro
30332,1.07,121.84,14,1.8,18,gempa micro
30333,-6.29,104.14,10,3.6,44,gempa minor
30334,-2.98,128.98,10,2.8,8,gempa micro
30335,-0.21,122.94,10,3.7,18,gempa minor
30336,-2.92,127.92,10,2.8,8,gempa micro
30337,-4.12,129.53,10,3.4,4,gempa minor
30338,-2.48,100.7,24,4.0,38,gempa ringan
30339,-1.13,129.33,10,3.1,12,gempa minor
30340,-8.65,119.13,25,4.1,10,gempa ringan
30341,-10.42,113.62,31,3.4,35,gempa minor
30342,1.7,99.39,167,4.5,27,gempa ringan
30343,2.36,95.48,12,4.8,28,gempa ringan
30344,-3.77,133.46,26,4.0,14,gempa ringan
30345,-7.62,127.81,218,4.1,4,gempa ringan
30346,-1.13,127.44,64,3.0,12,gempa minor
30347,-0.09,123.18,127,4.0,18,gempa ringan
30348,-7.7,108.02,103,3.0,15,gempa minor
30349,-8.75,112.17,34,2.7,15,gempa micro
30350,-0.22,122.83,13,2.4,18,gempa micro
30351,3.24,126.88,51,4.7,45,gempa ringan
30352,-2.55,129.23,10,4.8,31,gempa ringan
30353,-2.59,136.65,13,4.5,14,gempa ringan
30354,-3.68,128.61,10,2.4,31,gempa micro
30355,-3.58,128.44,22,2.1,31,gempa micro
30356,-2.57,136.6,28,4.4,14,gempa ringan
30357,1.24,120.73,10,3.0,18,gempa minor
30358,1.86,126.63,46,4.7,26,gempa ringan
30359,-1.27,127.56,10,4.7,12,gempa ringan
30360,-1.27,127.56,10,4.7,12,gempa ringan
30361,-8.13,118.45,177,3.3,43,gempa minor
30362,0.35,122.52,85,2.1,18,gempa micro
30363,-9.17,118.69,78,4.1,43,gempa ringan
30364,-3.21,101.63,67,4.0,38,gempa ringan
30365,4.4,96.53,10,4.3,27,gempa ringan
30366,-4.64,133.74,51,4.7,14,gempa ringan
30367,-2.34,121.24,16,3.7,40,gempa minor
30368,3.66,127.65,168,4.6,45,gempa ringan
30369,4.83,126.76,110,4.7,45,gempa ringan
30370,3.31,98.55,10,3.7,27,gempa minor
30371,3.18,98.48,10,2.6,27,gempa micro
30372,1.51,126.71,55,4.8,26,gempa ringan
30373,1.51,126.71,55,4.8,26,gempa ringan
30374,-9.27,113.3,21,4.6,35,gempa ringan
30375,-0.11,123.24,136,2.9,18,gempa micro
30376,-6.24,113.06,593,4.6,15,gempa ringan
30377,-8.87,113.1,104,3.3,15,gempa minor
30378,-2.61,129.25,24,3.3,31,gempa minor
30379,2.67,95.39,21,3.8,28,gempa minor
30380,-0.78,131.16,10,3.6,14,gempa minor
30381,-0.1,123.02,82,2.6,18,gempa micro
30382,-2.58,129.27,10,2.9,31,gempa micro
30383,-0.13,126.62,27,3.2,37,gempa minor
30384,0.41,121.65,101,2.2,18,gempa micro
30385,0.49,122.0,172,2.0,18,gempa micro
30386,0.79,122.45,59,2.1,18,gempa micro
30387,-8.29,126.38,263,4.0,47,gempa ringan
30388,0.05,120.38,10,3.4,18,gempa minor
30389,-6.43,130.02,155,5.3,4,gempa sedang
30390,-6.43,130.02,155,5.3,4,gempa sedang
30391,-0.12,122.79,18,2.9,18,gempa micro
30392,-7.81,127.48,184,4.6,4,gempa ringan
30393,-7.86,117.14,292,3.9,3,semoga bisa
30394,4.44,94.59,10,4.1,28,gempa ringan
30395,2.19,121.85,10,4.8,7,gempa ringan
30396,-2.14,136.48,114,4.1,14,gempa ringan
30397,-0.17,123.04,138,4.0,18,gempa ringan
30398,0.41,121.63,35,2.6,18,gempa micro
30399,2.1,121.22,43,3.2,7,gempa minor
30400,-3.5,131.27,81,4.4,14,gempa ringan
30401,-0.08,124.65,10,3.9,37,semoga bisa
30402,-2.67,129.33,10,3.6,31,gempa minor
30403,-0.4,130.71,47,3.8,14,gempa minor
30404,-1.99,139.27,23,4.1,21,gempa ringan
30405,4.97,125.86,125,4.6,45,gempa ringan
30406,-6.21,104.04,10,3.7,44,gempa minor
30407,-0.0,122.47,133,2.7,18,gempa micro
30408,-8.29,110.69,60,3.3,15,gempa minor
30409,-5.78,103.56,10,3.6,38,gempa minor
30410,-8.77,120.45,128,3.8,10,gempa minor
