collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Kendaraan,mobil mewah,Porsche 911,Baru,8182313600.294729,9939736632.958231,True,,1769429,3086002,1144859,1318347,0,27781604,0,1415474.8663819956,13181993,1976613,4139262,1055069,2074764,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,647676.4451037375,1083778.2348778194,True,2451.0,759970,4575090,1343468,856005,7278987,18337930,0,1614386.5014964868,11327610,0,2181527,4142916,4232980,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14244249.532908728,29118627.966188565,True,5143.0,1334535,2377426,1030515,452793,7090138,31409909,0,2785508.7544826358,3399288,0,629859,0,0,956779,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13715031.974609781,35404606.93918517,True,5042.0,1888668,0,1470102,1447448,5991113,18219342,2306775,1561405.8433331866,3946368,2161960,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,13715031.974609781,10047570.142028825,True,6013.0,1616669,2780202,1454629,698480,0,6828078,4449022,553641.2487481954,0,2785518,2336561,250541,0,777414,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,10703083.187303297,20223046.445416022,True,,1504162,0,805111,1492259,6200016,15808013,0,860332.8140925093,2208786,1344877,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,36098132.68291171,88671564.7993354,True,1218.0,1936828,8988567,1361548,1444963,0,8809013,2026451,816152.1692255837,0,4733781,0,643648,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,19549194.330080114,35723560.13729865,True,9830.0,1761972,0,953785,1161875,6926601,16003385,1473900,1460732.8485929584,4283540,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,19549194.330080114,49405269.76107958,True,9573.0,1610581,6128797,1249878,1372473,2030070,29614350,0,1814057.8347094262,0,1484343,2477121,824717,0,2389416,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,11755452.037203997,32809144.160045993,True,8194.0,1830335,0,1243292,960370,6103883,18697882,1469619,1615516.903654639,0,0,37005,36238,2959818,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,21280979.85491747,43618817.0453604,True,4925.0,1044382,3790434,1196562,468416,4974217,15172166,2050738,1292599.7475161587,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,30128993.150738932,53791701.99524623,True,8760.0,1383121,0,1125738,669248,0,28867452,4505649,1841984.0196707894,0,2360313,3297003,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,9428723.165004201,13056179.186475018,True,3846.0,1418428,6426530,962620,1114200,8760688,19992816,0,1593415.450525617,7616174,2049404,6656,4353963,390115,4096012,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,17278662.766398277,12619050.082597941,True,3005.0,425444,1275890,1450932,1306615,5208375,15381653,4394466,1389938.7256305865,0,198281,2648432,1472694,4882723,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2957 m2 pedesaan Gresik,,19703493423.0,14288960063.76056,False,7061.0,283104,0,1138860,501905,5616522,26931870,0,1498476.156331637,0,2338038,4020308,0,0,2503409,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,12742400.163449729,16651198.250887375,True,6250.0,1825840,0,1258138,754767,8442046,17826840,1379655,1737253.9852751337,4653239,2356666,0,1486332,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,12398750.861676503,19958317.48756329,True,5937.0,1024596,3422406,818234,1249892,0,14855374,0,847850.6078675147,0,1918941,0,4606660,0,4879832,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2206 m2 pedesaan Sidoarjo,,11934879140.0,19553192993.212334,False,2143.0,883232,5205087,1426157,1064341,0,26816769,3226722,2235348.871837035,19521627,1664625,3099539,0,4252822,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2085 m2 perkotaan DKI Jakarta,,60236998995.0,42910157025.66258,True,5793.0,1702008,0,1164993,1395238,6155284,21767849,1746038,2000655.114469856,0,0,0,2428208,4812070,3123669,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,29671277.722935352,71134556.44195661,True,3468.0,1102060,7705888,961532,452063,0,23352186,0,1194054.564764735,16785356,0,914426,2955211,2111947,3408989,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1141028.0878850236,3035819.8057546243,True,,733302,9894978,1269996,406100,0,6212111,1404254,335084.60640768084,0,657637,0,1305001,2796388,3070262,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 221 m2 Gresik,Bekas,1094447434.0,2238370359.831908,True,7293.0,1705477,3807227,1276667,1216158,0,10813933,4564680,730103.271308803,16067903,2928782,0,4360696,1934386,2591933,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2684 m2 pinggiran kota Depok,,35035682572.0,84134191299.98459,True,2419.0,1647763,0,1235292,462144,0,26858108,3044395,1761608.0476982624,9026098,2799132,0,1322864,0,4566049,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,17926393.289045542,11443030.03816072,True,9974.0,1604872,9060172,999688,916615,5258057,5928588,1736930,499491.70171331806,1067489,370388,859170,167895,1090654,4995932,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,27155659.37011414,34965887.677298784,True,6974.0,514531,0,1187317,676452,4685787,13243191,0,803606.2967703323,6746118,0,0,0,1412524,4007923,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 112 m2 Yogyakarta,Bekas,391651146.0,285058612.2864689,True,5678.0,259807,4537614,975087,813653,0,33796103,3060152,2834846.331345846,0,0,1524481,3458120,4885399,3797782,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,129314582.25444788,367383674.4769074,True,8753.0,1544272,0,777402,433663,0,9144994,0,529373.4120695749,18889623,2886431,0,0,4706537,1081189,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6372361.3208966,18104244.483938877,True,6124.0,1560799,4578130,1133737,797559,0,33785217,0,2562375.120124696,0,3968490,4727849,0,0,3666154,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,10551314.838825135,22364344.743897352,True,6126.0,253405,979692,1235655,717478,4099092,26979982,0,2542446.767074293,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,35522086.13273004,91217151.32356912,True,5861.0,939415,6765027,1430011,1440372,9685083,33937689,3367117,2453374.724419591,5749444,4034036,0,2288615,536128,1957467,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,16512126.639039315,47876401.21235357,True,7809.0,1331421,2517672,1223697,840984,0,30699938,0,2389737.9648228115,15977842,1359047,2613785,0,3395379,734853,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,8657339.719373146,23076433.588906154,True,,906390,7691368,976396,865574,0,27052553,0,2371813.8307903255,0,3328048,367739,2059640,94881,3166715,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,9339028.64281647,7335342.544421219,True,2634.0,492415,7835186,769692,728454,6605329,11828670,3014177,1175744.631407162,12384552,3894794,0,0,3514022,2725295,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1645247911.5205922,3930600802.326444,True,9867.0,1376429,5758582,1321303,920270,9981666,32677230,1520208,2938060.8136252966,0,0,4246349,4433583,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,13948892.938487435,21984347.609108206,True,3002.0,1374748,1959525,998973,1362118,8070909,13171927,4369048,1187911.1094824558,0,0,1368919,0,1428214,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 256 m2 Bandung,Bekas,857912079.0,1161959080.354339,False,3106.0,1031574,0,1004919,1222885,4695196,29430521,2779635,1792481.058433855,0,0,0,516213,1572813,3297612,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16193016.424364254,38776987.83424796,True,,507964,0,758267,1405723,0,8654741,0,811532.4741836509,0,4004839,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,14707590.936880045,14337461.414738879,True,6240.0,267110,0,1452608,386944,0,20024405,1711692,1356412.426353128,6086510,0,1906197,0,1341926,2289864,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,13688167.876743216,15957465.295865621,True,9978.0,739005,8703559,1390719,1311931,0,21492405,4553215,1671396.9670111546,7002165,0,20362,0,0,3917666,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 152 m2 Bantul,Baru,515609537.0,1337337165.722254,False,5602.0,1564742,9142635,1418969,1249279,0,31544611,0,2373001.2654821696,8592391,0,1042587,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin solitaire emas kuning 18 karat dengan berlian berbentuk hati,,16004541.130723245,17401767.92636335,True,3635.0,668241,0,1359146,1200830,4323440,28628235,1062666,1604078.7708669826,0,774,1818395,1120158,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,29889076.376174398,61216739.28793663,True,2968.0,264199,0,1196063,1315010,0,26750123,0,2448363.601171729,0,0,2394295,3901096,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Baru,1462614386.2798119,1707100516.5151172,True,4303.0,880779,1191914,1059032,774947,0,6149196,0,463861.4807299213,0,2720388,0,4207110,740029,614630,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,29716257.805692047,22186351.729433928,True,9171.0,1966943,4997475,1474856,537391,0,26954537,1421706,2438839.102975097,0,3785961,0,389189,0,4165484,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,29108745.22532753,29066222.036714233,False,6099.0,832954,0,1157105,891400,4500845,34570974,1528967,2436254.7089543035,13353117,1590599,1528544,1261346,0,2338120,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,15368348.026528476,38508145.36299905,True,8695.0,1711129,0,1276785,1338966,0,15335462,2987347,1319637.5675690586,0,3244729,0,0,0,3846445,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13868494.861242384,21539843.09049263,True,6424.0,705126,1762830,1249079,1448603,3321520,13390896,2582286,1234069.1425881796,12506289,0,3007369,0,4313923,670079,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 82 m2 Depok,Bekas,1219571901.0,1897046389.8191113,True,3091.0,545893,6949312,1456856,731698,0,18017333,0,1529677.7250508533,3552746,1845594,2994074,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,15231271.40229116,19361792.652434118,True,5531.0,1911152,0,1145134,494311,7337256,33280910,1156409,2105499.8170637046,15356900,0,4672698,1324273,3569587,1528421,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Bekas,1710923111.3583794,1597701909.6016297,True,3213.0,858757,0,1238028,923770,2220310,29251265,0,1741737.1744439285,0,4596558,613781,4482610,421449,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,22882023.42473159,47517410.09051382,True,,1189792,9943427,1326434,1312437,0,13588319,3739048,871568.2272978903,0,0,3684741,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1206210.1128733333,2561481.5838806713,True,6292.0,1638251,8270749,1171404,1043004,0,19058247,1670600,1154317.6204204718,4911061,2414468,3601889,0,0,4680481,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,8353111.044407731,14043851.358284324,True,5612.0,1901508,5475413,811822,865774,3689368,27182559,1034717,2391449.0184392054,8971490,1951735,0,2515514,2425152,2087268,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2214 m2 pinggiran kota Depok,,29442721806.0,61508003949.17005,False,8125.0,771394,1594873,1298006,611660,0,11011974,2960234,718666.6167916175,0,3691961,0,0,367399,1399764,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,11976923.67600552,8443813.049505033,True,4162.0,1613536,3072562,1262407,1469689,0,28602062,0,2553316.4914684333,19811554,3067978,4046406,4275506,2199786,714552,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,24579124.797854714,27318027.15358296,True,6775.0,1512986,0,830562,869349,0,26496047,3142381,2498264.994466619,17459643,4146097,2887407,1954813,478417,2572590,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4502 m2 pinggiran kota Medan Barat,,37890992960.0,36817994556.53404,True,6004.0,1832448,0,1403445,1204335,9398736,27848382,0,2121060.87843077,17202859,972894,0,0,4296482,485308,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,25498535.27324089,65817413.16416198,True,9440.0,887592,0,1106877,565090,6403185,6894728,0,680604.2329869247,18655691,78129,3546888,0,614445,4843208,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3454 m2 perkotaan Semarang,,24453563574.0,64235020172.86006,True,6975.0,440320,0,1042332,672329,3748032,28665910,2245642,1827935.6819270393,0,3942749,0,0,0,3472137,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 247 m2 Surabaya,Bekas,2821237733.0,7017520151.762032,True,1349.0,1631075,6217720,1194790,385260,0,15108295,1483732,824509.3764164281,16116666,436796,382156,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 136 m2 DKI Jakarta,Baru,3897324665.0,7404056158.367056,True,6730.0,380098,2145501,1385157,847805,7651058,25511920,1591502,2089118.120561956,14391571,3042962,0,821784,3194214,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,33481356.089440603,96346271.55364345,True,,1297188,0,1328845,824635,0,20092976,0,1690022.7445296673,0,637998,2642616,4932990,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1342580468.9330337,2731115392.217841,True,2882.0,1537952,8381229,944217,979226,7364103,26517599,1885984,1856162.356366787,12352232,0,0,0,778188,4385939,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,20663669.608565636,58793216.50522002,True,1628.0,413972,7493756,1270536,1249951,0,16249447,1469300,1050657.03701717,0,2198189,955516,968999,1218709,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1000 gram,,20663669.608565636,51706130.96036273,True,7874.0,917392,8546058,1031436,1344051,4124458,19033816,4069996,1162561.1390391632,7100796,3448895,4046496,2836224,0,3399080,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,29043872.892787553,64571495.67731622,True,4695.0,1177324,0,1100780,952592,0,10760998,1073210,746487.6652865147,13476146,2188893,382067,3039618,1284069,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4987 m2 pinggiran kota Depok,,69486913070.0,204163022173.72443,True,7419.0,924371,0,1333785,1459948,0,8541462,0,450977.4726840942,0,4277462,1697002,0,4886713,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,15764496.8760947,41331413.51043105,True,3694.0,970898,0,1275076,941163,2256201,34618645,4702046,2466446.559664023,0,258552,0,1456752,3725401,4020611,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,32008057.825950075,41948659.98577051,True,7919.0,1843298,0,755560,912217,8023980,14458163,1288818,1002710.9407833989,10325601,0,1286937,1329507,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,16768081.433121625,14110373.080219056,True,1747.0,1708426,0,1406714,1046948,0,14457035,0,955384.9268304899,0,452492,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,6254315.102346677,17833686.29326904,True,7042.0,1361431,8177726,1004061,467376,8218466,25186110,4657889,1518710.4057552116,2924630,0,2308038,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,23697389.514509663,53689649.5998135,True,5281.0,859855,0,1439927,1187142,0,7518684,0,659132.6763681677,0,0,1813116,2810124,1752844,3912681,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,23697389.514509663,56990818.618336946,True,7423.0,979877,0,1279380,584676,2701454,24758831,0,1612816.1553129882,12736231,4269480,0,4554228,0,1272010,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22104292.138312582,25158108.819889702,True,2882.0,1028871,0,779317,1141874,4595310,15785913,1760318,1216723.94989392,9356140,2944909,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1000 gram,,22104292.138312582,32131362.86441101,True,1205.0,452450,0,848411,948392,2085229,19828245,1069780,1778338.486312651,4562394,0,4154754,277253,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,15973141.425291624,42899982.567313895,True,2228.0,1088659,7730925,930902,961300,6500507,8680939,0,761382.9750118247,5731989,3624556,0,737898,0,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,10805507.43751312,15748912.9861559,False,3438.0,767961,6839056,1208058,356504,7906976,7617992,3174129,514316.45245666424,10765174,0,2488045,0,0,3034174,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14021088.15573217,31789176.362622827,True,9306.0,863788,0,1426927,1232252,0,17263653,0,1104067.0222210253,0,2218853,0,0,1101503,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 201 m2 Palembang,Bekas,775138645.0,713278241.4395381,True,1874.0,1842646,0,1449215,1171976,0,33729360,2760458,2006493.4402346485,0,0,0,223597,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,15678719.715067428,38576238.229237884,True,6319.0,1412076,8261975,1329209,1133340,0,22330922,4483584,2214956.3616935154,12280988,0,0,4257210,524122,2057000,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5602541.857120607,3780317.3128236877,True,1960.0,904216,9627564,1141889,1115215,8401724,29100025,2600294,2331512.3595430963,894266,0,0,0,4152321,4194152,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,1928951360.3795645,5036522780.1812,False,2268.0,1029524,0,784478,1058722,0,23946545,4207266,1469744.427516902,0,312143,0,0,0,1877597,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,34610458.802297965,51557613.078428656,True,6462.0,1123157,0,1297029,405199,0,8157148,0,708907.9793695095,3288209,4022553,0,1891711,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,23648607.80971981,61313578.75879854,True,2072.0,1557242,0,1373136,666716,0,32523442,0,2133325.1069282675,0,2973015,4284950,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4571 m2 pinggiran kota Depok,,47375919234.0,55936880647.33275,True,7723.0,1042471,1982397,854346,1347159,0,26746717,3338575,1617580.326752931,18079527,0,0,2205498,0,3827117,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 203 m2 Sleman,Bekas,458796041.0,405954773.1956008,True,4683.0,988080,526552,1074766,540307,2924446,22579053,0,1702351.045705316,14973723,0,1275719,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 114 m2 Gresik,Baru,1165132293.0,3326288065.5683126,True,,391799,6599808,1496443,1038211,0,8128659,0,450695.6754907877,18611169,0,4507450,1049212,3183160,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,30656206.15870763,56449436.666909836,True,5677.0,1642791,5451182,1304092,500725,0,5100848,0,338965.59074880887,0,0,0,0,0,3524063,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,"Kalung liontin berlian 0,5 karat dengan emas kuning 22 karat",,13778798.570518933,31878499.872708976,True,8417.0,267273,0,1156226,1070255,0,27094959,3073882,1501919.9132889356,4887782,4062317,0,4043961,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,33375717.407215685,89033573.21660763,True,8209.0,1636183,1151733,966661,1240858,7752492,28684471,0,2311928.751276985,6634727,0,2863024,1352106,3028064,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2298 m2 pedesaan Bantul,,10350449376.0,20994416441.437424,True,3270.0,483078,0,1353626,1379655,0,27455195,0,1513321.9180986278,0,0,0,848378,0,3535726,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,10350449376.0,21593014253.13984,True,9649.0,1621375,6660472,1271140,482388,4349280,22712291,0,1315175.767094736,19651285,0,4546326,0,0,2486945,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 214 m2 Surabaya Timur,Baru,1086079548.0,2569023151.306976,True,9959.0,1107989,0,1487070,1253687,8491106,15462607,0,1005905.1750330129,0,0,0,0,4328160,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13735189.098106459,20923535.22621999,True,6863.0,997901,0,1272254,374848,3595670,12905315,0,1165264.0942071262,17879183,1376738,0,3684353,90213,381807,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,39262659.60427195,85745206.87012386,True,8185.0,993348,8469824,937731,1176188,0,17953799,4802084,1460515.6315230115,14920279,0,149040,2656256,0,4902211,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,14931152.94443324,26949232.997688226,True,7763.0,1858052,1610504,903527,834622,0,26144920,2041534,2014766.0412427734,0,4318420,3694669,0,0,187537,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,34484087.14119215,70527705.94401959,False,,1172340,0,1017687,389184,2313346,17506253,0,1510634.632238754,3117839,0,116307,0,792058,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,269096901.96281075,197113244.74596703,True,3336.0,995134,645040,1405630,1309981,0,15329947,3323572,791807.2192271977,16754040,0,0,3833158,3082664,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,5245635.406693226,14538749.67075384,True,4555.0,742090,7709315,1460408,488525,8357678,17925851,4038515,1056813.150076407,16563188,0,0,2873611,1088638,4539460,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,15476108.543050833,45322326.80963172,True,,424870,0,1235816,1448482,4339426,24610714,0,1237014.729862215,0,4434155,1464975,3822952,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
